;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; RP-C3249 ;Airbus A320-214; Y180 ; 27 Jan 2009 ; Parked, lsd ; 13.1 Years ;;
; RP-C3265 ;Airbus A320-214; Y180 ; 26 Oct 2011 ;lsd ; 10.4 Years ;;
; RP-C3268 ;Airbus A320-214; Y180 ; 30 Jan 2012 ;lsd ; 10.1 Years ;;
; RP-C3272 ;Airbus A320-214(WL); Y180 ; 18 Jan 2013 ;; 9.2 Years ;;
; RP-C3273 ;Airbus A320-214(WL); Y180 ; 6 Mar 2013 ;; 9 Years ;;
; RP-C3274 ;Airbus A320-214(WL); Y180 ; 3 Jul 2013 ;; 8.7 Years ;;
; RP-C3275 ;Airbus A320-214(WL); Y180 ; 22 Jul 2013 ;; 8.7 Years ;;
; RP-C3276 ;Airbus A320-214(WL); Y180 ; 20 Dec 2013 ;; 8.2 Years ;;
; RP-C3277 ;Airbus A320-214(WL); Y180 ; 27 Jan 2014 ;; 8.1 Years ;;
; RP-C3278 ;Airbus A320-214(WL); Y180 ; 13 Mar 2014 ; Parked ; 8 Years ;;
; RP-C3279 ;Airbus A320-214(WL); Y180 ; 14 Apr 2014 ;; 7.9 Years ;;
; RP-C4100 ;Airbus A320-214(WL); Y180 ; 28 Oct 2014 ; Parked ; 7.4 Years ;;
; RP-C4101 ;Airbus A320-214(WL); Y180 ; 7 Nov 2014 ;; 7.4 Years ;;
; RP-C4102 ;Airbus A320-214(WL); Y180 ; 23 Jan 2015 ;; 7.1 Years ;;
; RP-C4103 ;Airbus A320-214(WL); Y180 ; 2 Feb 2015 ;; 7.1 Years ;;
; RP-C4104 ;Airbus A320-214(WL); Y180 ; 24 Sep 2015 ;; 6.5 Years ;;
; RP-C4105 ;Airbus A320-214(WL); Y180 ; 9 Oct 2015 ;; 6.4 Years ;;
; RP-C4106 ;Airbus A320-214(WL); Y180 ; 22 Jan 2016 ; Parked ; 6.2 Years ;;
; RP-C4107 ;Airbus A320-214(WL); Y180 ; 19 Jan 2016 ;; 6.2 Years ;;
; RP-C4108 ;Airbus A320-214(WL); Y180 ; 22 Apr 2016 ; Parked ; 5.9 Years ;;
; RP-C3239 ;Airbus A320-271N; Y188 ; 6 Jun 2019 ;lsd ; 2.8 Years ;;
; RP-C3281 ;Airbus A320-271N; Y188 ; 9 Jul 2019 ; Parked, lsd ; 2.7 Years ;;
; RP-C3287 ;Airbus A320-271N; Y188 ; 27 Sep 2019 ;lsd ; 2.4 Years ;;
; RP-C4109 ;Airbus A320-271N; Y188 ; 10 Oct 2019 ;lsd ; 2.4 Years ;;
; RP-C4110 ;Airbus A320-271N; Y188 ; 27 Jan 2020 ;lsd ; 2.1 Years ;;
; RP-C4130 ;Airbus A320-271N; Y188 ; 29 Nov 2021 ;lsd ; 0.4 Years ;;
; RP-C4111 ;Airbus A321-211(WL); Y230 ; 16 Mar 2018 ; Parked CRK ; 4 Years ;;
; RP-C4112 ;Airbus A321-211(WL); Y230 ; 27 Apr 2018 ;; 3.9 Years ;;
; RP-C4113 ;Airbus A321-211(WL); Y230 ; 25 Apr 2018 ;; 3.9 Years ;;
; RP-C4114 ;Airbus A321-211(WL); Y230 ; 7 May 2018 ; Parked CAN ; 3.8 Years ;;
; RP-C4115 ;Airbus A321-211(WL); Y230 ; 15 Jun 2018 ;; 3.8 Years ;;
; RP-C4116 ;Airbus A321-211(WL); Y230 ; 13 Nov 2018 ; Parked ASP ; 3.3 Years ;;
; RP-C4117 ;Airbus A321-211(WL); Y230 ; 13 Dec 2018 ; Parked ASP ; 3.3 Years ;;
; RP-C4118 ;Airbus A321-271NX; Y236 ; 18 Jan 2019 ;lsd ; 3.1 Years ;;
; RP-C4119 ;Airbus A321-271NX; Y236 ; 31 May 2019 ;; 2.8 Years ;;
; RP-C4120 ;Airbus A321-271NX; Y236 ; 1 Oct 2019 ;; 2.4 Years ;;
; RP-C4121 ;Airbus A321-271NX; Y236 ; 5 Nov 2019 ;; 2.4 Years ;;
; RP-C4122 ;Airbus A321-271NX; Y236 ; 2 Dec 2019 ;; 2.3 Years ;;
; RP-C4123 ;Airbus A321-271NX; Y236 ; 16 Jun 2020 ; Parked ; 1.9 Years ;;
; RP-C4124 ;Airbus A321-271NX; Y236 ; 17 Nov 2020 ;lsd ; 1.3 Years ;;
; RP-C4125 ;Airbus A321-271NX; Y236 ; 31 Mar 2021 ;lsd ; 0.9 Years ;;
; RP-C4126 ;Airbus A321-271NX; Y236 ; 18 May 2021 ;lsd ; 0.9 Years ;;
; RP-C3344 ;Airbus A330-343; Preighter ; 16 May 2014 ; Parked, lsd ; 7.9 Years ;;
; RP-C3345 ;Airbus A330-343; Y436 ; 30 Aug 2014 ; Parked, lsd ; 7.6 Years ;;
; RP-C3346 ;Airbus A330-343; Y436 ; 6 Mar 2015 ;lsd ; 7 Years ;;
; RP-C3347 ;Airbus A330-343; Y436 ; 12 Dec 2016 ;; 5.9 Years ;;
; RP-C3348 ;Airbus A330-343; Y436 ; 18 May 2017 ;; 4.9 Years ;;
; RP-C3900 ;Airbus A330-941; Y459 ; 25 Nov 2021 ;lsd ; 0.4 Years ;;
; RP-C3901 ;Airbus A330-941; Y459 ; 15 Dec 2021 ;; 0.3 Years ;;
; RP-C3902 ;Airbus A330-941;; On Order ;; 0.2 Years ;;
