;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;
; 5Y-JXB ;Bombardier DHC-8-402Q Dash 8; Y78 ; 17 May 2017 ;lsd ; JJ1 ;; 4.8 Years ;;
; 5Y-JXC ;Bombardier DHC-8-402Q Dash 8; Y78 ; 12 Dec 2017 ;lsd ; JJ3 ;; 4.2 Years ;;
; 5Y-JXD ;Bombardier DHC-8-402Q Dash 8; Y78 ; 5 Dec 2017 ;lsd ; JJ2 ;; 4.3 Years ;;
; 5Y-JXE ;Bombardier DHC-8-402Q Dash 8; Y78 ; 23 Feb 2018 ;lsd ; JJ4 ;; 4.9 Years ;;
; 5Y-JXH ;De Havilland Canada DHC-8-402 Dash 8;; 14 Sep 2019 ;lsd ; JJ6 ; Kongoti ; 2.5 Years ;;
; 5Y-JXI ;De Havilland Canada DHC-8-402 Dash 8;; 19 Oct 2019 ;lsd, Magical Kenya cs ; JJ7 ; Katibu ; 2.4 Years ;;
; 5Y- ;De Havilland Canada DHC-8-402 Dash 8;; On Order ;; JJ9 ;; 2 Years ;;
