;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; G-CLNK ;ATR 72-211(F); Cargo ; 2 Nov 2020 ;; 32.2 Years ;;
; G-CLXT ;ATR 72-212(F); Cargo ; 11 Jun 2021 ;; 27.1 Years ;;
; G-NPTE ;ATR 72-211(F); Cargo ; 26 Jan 2022 ;; 33.1 Years ;;
; G-JMCL ;Boeing 737-322(SF); Cargo ; 25 Sep 2013 ;; 33.9 Years ;;
; G-JMCM ;Boeing 737-3Y0(SF); Cargo ; 25 Sep 2013 ;; 31.6 Years ;;
; G-JMCO ;Boeing 737-3T0(SF); Cargo ; 25 Sep 2013 ;lsd ; 35.6 Years ;;
; G-JMCP ;Boeing 737-3T0(SF); Cargo ; 9 Dec 2013 ;lsd ; 35 Years ;;
; G-JMCT ;Boeing 737-3Y0(SF); Cargo ; 23 Dec 2013 ;; 32.1 Years ;;
; G-JMCU ;Boeing 737-301(BDSF); Cargo ; 24 Sep 2014 ;lsd ; 35.2 Years ;;
; G-CKUZ ;Boeing 737-46J(SF); Cargo / Oil Spill Response ; 5 Dec 2018 ;; 28 Years ;;
; G-JMCH ;Boeing 737-476(SF); Cargo ; 5 Sep 2017 ;lsd ; 29.9 Years ;;
; G-JMCK ;Boeing 737-4D7(SF); Cargo ; 24 Jan 2017 ;; 24.2 Years ;;
; G-JMCS ;Boeing 737-4Y0(SF); Cargo ; 17 May 2017 ;lsd ; 31.1 Years ;;
; G-JMCV ;Boeing 737-4K5(SF); Cargo ; 27 Jul 2015 ;; 32.8 Years ;;
; G-NPTX ;Boeing 737-4C9(SF); Cargo ; 26 Jun 2018 ;lsd ; 30.1 Years ;;
; G-NPTA ;Boeing 737-86N(BCF)(WL); Cargo ; 17 Apr 2018 ;lsd ; 18.1 Years ;;
