;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; LV-FNJ ;Airbus A330-223; C24Y248 ; 7 Jun 2014 ; Parked, lsd ; 22.3 Years ;;
; LV-FNK ;Airbus A330-223; C24Y248 ; 25 Nov 2013 ;lsd ; 21.5 Years ;;
; LV-FVH ;Airbus A330-202; C24Y248 ; 27 Feb 2015 ;; 7.1 Years ;;
; LV-FVI ;Airbus A330-202; C24Y248 ; 29 Apr 2015 ;; 6.9 Years ;;
; LV-GHQ ;Airbus A330-202; C24Y248 ; 4 Aug 2016 ;; 5.6 Years ;;
; LV-GIF ;Airbus A330-202; C24Y248 ; 25 Oct 2016 ;; 5.4 Years ;;
; LV-GKO ;Airbus A330-203; C24Y248 ; 12 Sep 2016 ; Parked, lsd ; 17.9 Years ;;
; LV-GKP ;Airbus A330-203; C24Y248 ; 6 Feb 2017 ;lsd ; 17.4 Years ;;
; LV-KAN ;Airbus A330-202;; Due ; Stored, lsd ; 14.3 Years ;;
; LV-KAO ;Airbus A330-202;; Due ; Stored, lsd ; 14.1 Years ;;
; LV-GVD ;Boeing 737-8 MAX; C8Y162 ; 21 Nov 2017 ;; 4.3 Years ;;
; LV-GVE ;Boeing 737-8 MAX; C8Y162 ; 29 Dec 2017 ;; 4.2 Years ;;
; LV-HKU ;Boeing 737-8 MAX; C8Y162 ; 24 Jan 2018 ;lsd ; 4.1 Years ;;
; LV-HKV ;Boeing 737-8 MAX; C8Y162 ; 23 Feb 2018 ;lsd ; 4 Years ;;
; LV-HKW ;Boeing 737-8 MAX; C8Y162 ; 7 Jun 2018 ;lsd ; 3.8 Years ;;
; LV-BYY ;Boeing 737-7BD; C12Y125 ; 15 May 2009 ; Parked ; 12.9 Years ;;
; LV-BZA ;Boeing 737-76N(WL); C8Y120 ; 6 Jun 2009 ;lsd, SkyTeam cs ; 15.8 Years ;;
; LV-BZO ;Boeing 737-76N(WL); C8Y120 ; 25 Jun 2009 ;lsd ; 15.7 Years ;;
; LV-CAD ;Boeing 737-76N(WL); C8Y120 ; 28 Jul 2009 ;lsd ; 15.4 Years ;;
; LV-CAP ;Boeing 737-76N(WL); C8Y120 ; 25 Sep 2009 ;lsd ; 15.9 Years ;;
; LV-CBF ;Boeing 737-76N(WL); C8Y120 ; 30 Oct 2009 ; Parked, lsd ; 15.9 Years ;;
; LV-CBT ;Boeing 737-76N(WL); C8Y120 ; 28 Nov 2009 ;lsd ; 15 Years ;;
; LV-GOO ;Boeing 737-7BD; C12Y125 ; 30 Jun 2009 ;70th Anniversary Retro cs ; 12.7 Years ;;
; LV-CXS ;Boeing 737-81D(WL); C8Y162 ; 6 Sep 2012 ;lsd ; 9.5 Years ;;
; LV-CXT ;Boeing 737-81D(WL); C8Y162 ; 21 Sep 2012 ;lsd ; 9.5 Years ;;
; LV-FQB ;Boeing 737-86J(WL); C8Y174 ; 20 Dec 2013 ;lsd ; 10.5 Years ;;
; LV-FQC ;Boeing 737-86J(WL); C8Y174 ; 11 Dec 2013 ;lsd ; 10.7 Years ;;
; LV-FQY ;Boeing 737-81D(WL); C8Y162 ; 24 Jan 2014 ; Parked, lsd ; 8.1 Years ;;
; LV-FQZ ;Boeing 737-8BK(WL); C8Y162 ; 22 Sep 2014 ;lsd ; 7.5 Years ;;
; LV-FRK ;Boeing 737-8BK(WL); C8Y162 ; 21 Jan 2014 ; Parked, lsd ; 8.1 Years ;;
; LV-FRQ ;Boeing 737-8BK(WL); C8Y162 ; 9 Apr 2014 ;lsd ; 7.9 Years ;;
; LV-FSK ;Boeing 737-8BK(WL); C8Y162 ; 19 Jun 2014 ;lsd ; 7.7 Years ;;
; LV-FUA ;Boeing 737-8HX(WL); C8Y162 ; 18 Jul 2014 ;lsd ; 7.7 Years ;;
; LV-FUB ;Boeing 737-8HX(WL); C8Y162 ; 28 Aug 2014 ;lsd ; 7.5 Years ;;
; LV-FUC ;Boeing 737-8SH(WL); C8Y162 ; 18 Nov 2014 ;lsd ; 7.3 Years ;;
; LV-FVM ;Boeing 737-8SH(WL); C8Y162 ; 11 Mar 2015 ;lsd ; 7 Years ;;
; LV-FVN ;Boeing 737-8SH(WL); C8Y162 ; 21 Apr 2015 ;lsd ; 6.9 Years ;;
; LV-FVO ;Boeing 737-8SH(WL); C8Y162 ; 26 Aug 2015 ;lsd ; 6.5 Years ;;
; LV-FWS ;Boeing 737-8LP(WL); C8Y162 ; 11 Aug 2015 ;lsd ; 7.4 Years ;;
; LV-FXQ ;Boeing 737-8MB(WL); C8Y162 ; 19 Aug 2015 ;lsd ; 6.6 Years ;;
; LV-FYK ;Boeing 737-8MB(WL); C8Y162 ; 25 Aug 2015 ; Parked, lsd ; 6.5 Years ;;
; LV-GFQ ;Boeing 737-8SH(WL); C8Y162 ; 20 Jan 2016 ; Parked, lsd ; 6.1 Years ;;
; LV-GGK ;Boeing 737-8SH(WL); C8Y162 ; 16 Feb 2016 ;lsd ; 6.1 Years ;;
; LV-GGQ ;Boeing 737-8HX(WL); C8Y162 ; 17 May 2016 ; Parked, lsd ; 5.8 Years ;;
; LV-GKS ;Boeing 737-887(WL); C8Y162 ; 23 Nov 2016 ;lsd ; 5.3 Years ;;
; LV-GKT ;Boeing 737-887(WL); C8Y162 ; 19 Dec 2016 ;lsd ; 5.2 Years ;;
; LV-GKU ;Boeing 737-887(WL); C8Y162 ; 13 Oct 2016 ;lsd ; 5.4 Years ;;
; LV-GUB ;Boeing 737-8SH(WL); C8Y162 ; 14 Feb 2017 ;lsd ; 5.1 Years ;;
; LV-GUC ;Boeing 737-8SH(WL); C8Y162 ; 18 Apr 2017 ;lsd ; 4.9 Years ;;
; LV-GVA ;Boeing 737-887(WL); C8Y162 ; 18 Jul 2017 ;lsd ; 4.6 Years ;;
