;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; C-FWOR ;Airbus A320-231;; 21 Nov 1996 ; 22 Apr 1997 ;G-BVJW Airworld ;lsf Airworld ;;
; C-GMPG ;Airbus A320-231;; 31 Oct 1996 ; 6 May 1997 ;EI-TLG Turkish Airlines ;lsf Translift Airways ;;
; G-OALA ;Airbus A320-231;; 28 Nov 1995 ; 27 Mar 1996 ;G-OALA All Leisure ;lsf All Leisure ;;
; C-FJLT ;Boeing 737-2A9C; Cargo ; 17 May 1996 ; 24 Aug 1997 ;C-FJLT Royal Airlines ;lsf Integrated Resources Leasing ;;
; C-FNAQ ;Boeing 737-242C;; 27 Oct 1995 ; 24 Aug 1997 ;C-FNAQ Royal Airlines ;;;
; C-GCDG ;Boeing 737-2E1(A)(F); Cargo ; 29 Apr 1994 ; 24 Aug 1997 ;C-GCDG Royal Airlines ;lsd ;;
; C-GDCC ;Boeing 737-2E1(A)(F); Cargo ; 29 Apr 1994 ; 24 Aug 1997 ;C-GDCC Royal Airlines ;lsd ;;
; C-GDPW ;Boeing 737-275C(A);; 27 Nov 1995 ; 24 Aug 1997 ;C-GDPW Royal Aviation Express ;lsd ;;
; CF-NAP ;Boeing 737-242C;; 27 Nov 1995 ; 24 Aug 1997 ;C-FNAP Royal Aviation Express ;Spirit of Max Galiger, lsd ;;
; TC-AFA ;Boeing 737-4Q8;; 9 Dec 1994 ; 28 Apr 1995 ;TC-AFA Pegasus ;lsf Pegasus ;;
