;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; 5W-FAX ;Boeing 737-3S3(QC);; 11 Feb 1993 ; 24 Mar 1993 ;5W-FAX Polynesian Airlines ;lsf Polynesian Airlines ;;
; VH-PQA ;Boeing 757-225(PCF); Cargo ; 20 Mar 2018 ; 30 Apr 2021 ;N511KW Alta Airlines Holdings ;;;
