;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BOF ;Airbus A320-251N; Y188 ; 28 Apr 2021 ; Parked, lsd ; 4.9 Years ;;
; VP-BOS ;Airbus A320-251N; Y180 ; 8 Apr 2021 ;lsd ; 4.9 Years ;;
; VP-BOZ ;Airbus A320-251N; Y188 ; 24 May 2021 ;lsd ; 4.9 Years ;;
; VP-BQA ;Airbus A320-251N; Y188 ; On Order ;; 0.1 Years ;;
; VP-BQI ;Airbus A320-251N;; On Order ;;;;
; VP-BYY ;Boeing 737-752(WL); Y148 ; 20 Mar 2019 ; Parked, lsd ; 17.3 Years ;;
; VP-BZZ ;Boeing 737-752(WL); Y148 ; 20 Mar 2019 ; Parked, lsd ; 18.3 Years ;;
; VQ-BBI ;Boeing 737-752(WL); Y148 ; 21 May 2019 ;lsd ; 15.6 Years ;;
; VP-BAB ;Boeing 737-8JP(WL); Y189 ; 23 May 2020 ;lsd ; 10.2 Years ;;
; VP-BAM ;Boeing 737-8GJ(WL); Y189 ; 10 Feb 2021 ;lsd ; 9.8 Years ;;
; VP-BBD ;Boeing 737-8AL(WL); Y189 ; 3 Jul 2019 ;lsd ; 8.2 Years ;;
; VP-BCC ;Boeing 737-8Q8(WL); Y189 ; 2 Nov 2020 ;lsd ; 18.1 Years ;;
; VP-BEV ;Boeing 737-89P(WL); Y189 ; 8 Apr 2019 ;lsd ; 17.1 Years ;;
; VQ-BBV ;Boeing 737-86N(WL); Y189 ; 13 Jul 2019 ;lsd ; 12.4 Years ;;
; VQ-BBW ;Boeing 737-86N(WL); Y189 ; 11 Jun 2019 ;lsd ; 12.3 Years ;;
; VQ-BBY ;Boeing 737-86N(WL); Y189 ; 15 Jun 2019 ;lsd ; 12.3 Years ;;
; VQ-BEE ;Boeing 737-8Q8(WL); Y189 ; 3 Jun 2019 ;lsd ; 19 Years ;;
