;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; D-ABGH ;Airbus A319-112; Y150 ; 31 Mar 2017 ;; 14.5 Years ;;
; D-ABGJ ;Airbus A319-112; Y150 ; 9 Mar 2017 ;; 14 Years ;;
; D-ABGK ;Airbus A319-112; Y150 ; 28 Feb 2017 ;; 14 Years ;;
; D-ABGN ;Airbus A319-112; Y150 ; 23 Feb 2017 ;lsd ; 13.4 Years ;;
; D-ABGP ;Airbus A319-112; Y150 ; 23 Feb 2017 ;lsd ; 13.3 Years ;;
; D-ABGQ ;Airbus A319-112; Y150 ; 5 Feb 2017 ;; 13.3 Years ;;
; D-ABGR ;Airbus A319-112; Y150 ; 20 Apr 2017 ; Parked KUN, lsd ; 13.3 Years ;;
; D-AGWA ;Airbus A319-132; Y150 ; 25 Oct 2017 ;; 15.7 Years ;;
; D-AGWB ;Airbus A319-132; Y150 ; 29 Oct 2017 ;lsd ; 15.6 Years ;;
; D-AGWC ;Airbus A319-132; Y150 ; 27 Oct 2017 ;lsd ; 15.2 Years ;;
; D-AGWD ;Airbus A319-132; Y150 ; 29 Oct 2017 ;lsd ; 15.1 Years ;;
; D-AGWE ;Airbus A319-132; Y156 ; 29 Oct 2017 ;; 14.8 Years ;;
; D-AGWF ;Airbus A319-132; Y156 ; 29 Oct 2017 ;; 14.7 Years ;;
; D-AGWG ;Airbus A319-132; Y156 ; 29 Oct 2017 ;; 14.7 Years ;;
; D-AGWH ;Airbus A319-132; Y150 ; 6 Oct 2017 ;; 14.2 Years ;;
; D-AGWI ;Airbus A319-132; Y150 ; 27 Sep 2017 ;; 14.1 Years ;;
; D-AGWJ ;Airbus A319-132; Y156 ; 29 Oct 2017 ;; 14.1 Years ;;
; D-AGWK ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 13.9 Years ;;
; D-AGWL ;Airbus A319-132; Y156 ; 29 Oct 2017 ; Parked ; 13.8 Years ;;
; D-AGWM ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 13 Years ;;
; D-AGWN ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 13 Years ;;
; D-AGWO ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 12.1 Years ;;
; D-AGWU ;Airbus A319-132; Y150 ; 18 Sep 2017 ;; 9.1 Years ;;
; D-AGWV ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 9.1 Years ;;
; D-AGWX ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 8.9 Years ;;
; D-AGWY ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 8.1 Years ;;
; D-AGWZ ;Airbus A319-132; Y150 ; 29 Oct 2017 ;; 8.1 Years ;;
; D-AKNT ;Airbus A319-112; Y144 ; 29 Oct 2017 ;lsd ; 16.3 Years ;;
; D-AKNU ;Airbus A319-112; Y144 ; 27 Oct 2017 ; Parked, lsd ; 16.3 Years ;;
; D-AKNV ;Airbus A319-112; Y144 ; 27 Oct 2017 ;lsd ; 16.2 Years ;;
; D-ASTX ;Airbus A319-112; Y150 ; 5 Feb 2017 ;; 14.6 Years ;;
; D-ABDP ;Airbus A320-214; Y180 ; 29 Mar 2017 ;; 15 Years ;;
; D-ABDQ ;Airbus A320-214; Y180 ; 21 Mar 2017 ;Europa Park cs ; 14.9 Years ;;
; D-ABDT ;Airbus A320-214; Y180 ; 17 Aug 2018 ;; 14 Years ;;
; D-ABDU ;Airbus A320-214; Y180 ; 24 Jul 2018 ;; 13.8 Years ;;
; D-ABHA ;Airbus A320-214; Y180 ; 6 Dec 2017 ;; 13.7 Years ;;
; D-ABHC ;Airbus A320-214; Y180 ; 15 Dec 2017 ;; 13.6 Years ;;
; D-ABHF ;Airbus A320-214; Y180 ; 27 Mar 2017 ;lsd ; 15.9 Years ;;
; D-ABHG ;Airbus A320-214; Y180 ; 26 Mar 2017 ;lsd ; 15.6 Years ;;
; D-ABNH ;Airbus A320-214; Y174 ; 7 Apr 2017 ;; 19.9 Years ;;
; D-ABNI ;Airbus A320-214; Y174 ; 3 Apr 2017 ;; 20.1 Years ;;
; D-ABNK ;Airbus A320-214; Y180 ; 22 Apr 2017 ;lsd ; 19.9 Years ;;
; D-ABNL ;Airbus A320-214; Y180 ; 7 Apr 2017 ;lsd ; 19.4 Years ;;
; D-ABNN ;Airbus A320-214; Y180 ; 28 Jul 2017 ;; 19.4 Years ;;
; D-ABNT ;Airbus A320-214; Y180 ; 16 Apr 2017 ;; 16.4 Years ;;
; D-ABNU ;Airbus A320-214; Y180 ; 12 Feb 2017 ; Parked ; 16.4 Years ;;
; D-ABZE ;Airbus A320-216; Y180 ; 11 Apr 2017 ;; 13.9 Years ;;
; D-ABZI ;Airbus A320-216; Y180 ; 8 Jul 2018 ;; 14.3 Years ;;
; D-ABZK ;Airbus A320-216; Y174 ; 6 Apr 2017 ;; 14.5 Years ;;
; D-ABZL ;Airbus A320-216; Y180 ; 9 Apr 2017 ;; 14.7 Years ;;
