;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; LZ-FBA ;Airbus A319-112; C8Y132 ; 5 May 2018 ;lsd ; 13.7 Years ;;
; LZ-FBB ;Airbus A319-112; C8Y132 ; 27 Jul 2008 ;lsd ; 14.3 Years ;;
; LZ-FBC ;Airbus A320-214; Y180 ; 25 Apr 2016 ; Parked, lsd ; 16.5 Years ;;
; LZ-FBD ;Airbus A320-214; Y180 ; 5 Mar 2016 ; Parked, lsd ; 16.3 Years ;;
; LZ-FBG ;Airbus A320-214(WL);; 5 Mar 2021 ;lsd ; 8 Years ;;
; LZ-FBH ;Airbus A320-214(WL);; 19 Jul 2021 ; Parked, lsd ; 5.7 Years ;;
; LZ-FBI ;Airbus A320-214(WL);; 29 Jun 2021 ; Parked, lsd ; 5.5 Years ;;
; LZ-FBK ;Airbus A320-214(WL);; 14 May 2021 ;lsd ; 5.4 Years ;;
; LZ-BRU ;British Aerospace Avro RJ70; C26 ; 22 Oct 2021 ; Parked, opby Avia Bravo ; 27.4 Years ;;
; LZ-BUR ;Embraer ERJ-190AR (ERJ-190-100 IGW); CY108 ; 26 Jun 2012 ; Parked, lsd ; 9.7 Years ;;
; LZ-PLO ;Embraer ERJ-190AR (ERJ-190-100 IGW); CY108 ; 22 Nov 2012 ;lsd ; 9.3 Years ;;
; LZ-SOF ;Embraer ERJ-190AR (ERJ-190-100 IGW); CY108 ; 8 Mar 2012 ; Parked, lsd ; 10 Years ;;
; LZ-VAR ;Embraer ERJ-190AR (ERJ-190-100 IGW); CY108 ; 12 Apr 2012 ;lsd ; 9.9 Years ;;
