;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; OE-LNA ;Boeing 757-23APF; Cargo ; 4 Jan 2022 ;"Tusk Trust" sticker ; 31.1 Years ;;
; OE-LNB ;Boeing 757-236(PCF); Cargo ; 21 Jan 2022 ;; 29.9 Years ;;
; OE-LNC ;Boeing 757-28A(PCF); Cargo ; 7 Jan 2022 ;lsd ; 26.9 Years ;;
; OE-LND ;Boeing 757-23N(PCF); Cargo ; 28 Dec 2021 ;; 24.3 Years ;;
; OE-LNE ;Boeing 757-23N(PCF); Cargo ; 12 Nov 2021 ;"As one against Cancer" sticker ; 23.6 Years ;;
; OE-LNF ;Boeing 757-236(PCF); Cargo ; 19 Nov 2021 ;lsd ; 22.7 Years ;;
; OE-LNH ;Boeing 757-236(PCF); Cargo ; 13 Jan 2022 ;lsd ; 22.7 Years ;;
; OE-LNI ;Boeing 757-28A(PCF); Cargo ; 18 Feb 2022 ;lsd, "Tusk Trust" sticker ; 20.6 Years ;;
; OE-LNJ ;Boeing 757-256(PCF)(WL); Cargo ; 2 Nov 2021 ;lsd ; 21.4 Years ;;
; OE-LNK ;Boeing 757-223(PCF)(WL); Cargo ; 11 Feb 2022 ;"Tusk Trust" sticker ; 23.4 Years ;;
; OE-LNO ;Boeing 757-223(PCF)(WL); Cargo ; 4 Feb 2022 ;; 23.1 Years ;;
; OE-LNQ ;Boeing 757-223(PCF)(WL); Cargo ; 27 Dec 2021 ;; 20.1 Years ;;
; OE-LNR ;Boeing 757-223(PCF)(WL); Cargo ; 8 Feb 2022 ; Parked ; 20.1 Years ;;
; OE-LNU ;Boeing 757-256(PCF)(WL); Cargo ; 3 Dec 2021 ;lsd ; 21.3 Years ;;
; OE-LNW ;Boeing 757-223(PCF)(WL); Cargo ; 27 Dec 2021 ;; 23.3 Years ;;
; OE-LNX ;Boeing 757-223(PCF)(WL); Cargo ; 5 Nov 2021 ;"As one against Cancer" sticker ; 23.2 Years ;;
; OE-LNZ ;Boeing 757-223(PCF)(WL); Cargo ; 15 Oct 2021 ;"Servus Austria / Hello Austria!" sticker ; 20.1 Years ;;
