;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N713SY ;Boeing 737-7Q8; Y138 ; 25 Oct 2011 ;; 713 ; 21.3 Years ;;
; N5209A ;Boeing 737-83N(BCF)(WL); Cargo ; 12 Jun 2020 ;lsd, opf Amazon Prime Air ;; 20.3 Years ;;
; N5261A ;Boeing 737-83N(BCF)(WL); Cargo ; 13 Jun 2020 ; Parked, lsd, opf Amazon Prime Air ;; 20.5 Years ;;
; N5479A ;Boeing 737-83N(BCF)(WL); Cargo ; 21 Jul 2020 ;lsd, opf Amazon Prime Air ;; 20.3 Years ;;
; N5683A ;Boeing 737-84P(BCF)(WL); Cargo ; 12 Jun 2020 ;lsd, opf Amazon Prime Air ;; 20.2 Years ;;
; N5693A ;Boeing 737-84P(BCF)(WL); Cargo ; 3 Jun 2020 ;lsd, opf Amazon Prime Air ;; 22.6 Years ;;
; N7901A ;Boeing 737-84P(BCF)(WL); Cargo ; 26 Jun 2020 ;lsd, opf Amazon Prime Air ;; 16.4 Years ;;
; N7907A ;Boeing 737-83N(BCF)(WL); Cargo ; 15 Jun 2020 ;lsd, opf Amazon Prime Air ;; 20.4 Years ;;
; N7919A ;Boeing 737-84P(BCF)(WL); Cargo ; 19 Jun 2020 ;lsd, opf Amazon Prime Air ;; 16.2 Years ;;
; N7933A ;Boeing 737-86N(BCF)(WL); Cargo ; 20 Jul 2020 ;lsd, opf Amazon Prime Air ;; 17.9 Years ;;
; N7949A ;Boeing 737-86N(BCF)(WL); Cargo ; 3 Aug 2020 ;lsd, opf Amazon Prime Air ;; 18.1 Years ;;
; N8011A ;Boeing 737-84P(BCF)(WL); Cargo ; 13 Nov 2020 ;lsd, opf Amazon Prime Air ;; 16.4 Years ;;
; N801SY ;Boeing 737-8Q8(WL); Y186 ; 23 Feb 2001 ;lsd ; 801 ; 21.1 Years ;;
; N804SY ;Boeing 737-8Q8(WL); Y186 ; 7 Aug 2001 ;lsd ; 804 ; 20.6 Years ;;
; N8059A ;Boeing 737-86J(BCF)(WL); Cargo ; 29 Oct 2020 ;lsd, opf Amazon Prime Air ;; 23.1 Years ;;
; N805SY ;Boeing 737-8Q8(WL); Y186 ; 7 Nov 2001 ;lsd ; 805 ; 20.4 Years ;;
; N808SY ;Boeing 737-8BK(WL); Y186 ; 13 Jun 2014 ;; 808 ; 17 Years ;;
; N809SY ;Boeing 737-8Q8(WL); Y186 ; Aug 2009 ;; 809 ; 17 Years ;;
; N813SY ;Boeing 737-8Q8; Y186 ; 18 Feb 2009 ;lsd ; 813 ; 21.1 Years ;;
; N814SY ;Boeing 737-8BK(WL); Y186 ; 7 Mar 2011 ; Parked ; 814 ; 20.4 Years ;;
; N815SY ;Boeing 737-8BK(WL); Y186 ; 20 Apr 2011 ;lsd ; 815 ; 19.8 Years ;;
; N816SY ;Boeing 737-8Q8(WL); Y186 ; 2 Jun 2011 ;; 816 ; 21 Years ;;
; N817SY ;Boeing 737-8K2(WL); Y186 ; 21 Nov 2011 ; Parked ; 817 ; 20.9 Years ;;
; N819SY ;Boeing 737-86N(WL); Y186 ; 10 Jun 2014 ; Parked ; 819 ; 16 Years ;;
; N820SY ;Boeing 737-8FH(WL); Y186 ; 13 Nov 2014 ;lsd ; 820 ; 7.3 Years ;;
; N821SY ;Boeing 737-8FH(WL); Y186 ; 23 Dec 2014 ;lsd ; 821 ; 7.2 Years ;;
; N822SY ;Boeing 737-8BK(WL); Y186 ; 13 Jul 2016 ;; 822 ; 18.1 Years ;;
; N823SY ;Boeing 737-85P(WL); Y186 ; 23 Jan 2017 ;; 823 ; 17.4 Years ;;
; N824SY ;Boeing 737-85P(WL); Y186 ; 1 Mar 2018 ;; 824 ; 16.7 Years ;;
; N825SY ;Boeing 737-8F2(WL); Y186 ; 5 Jun 2018 ;; 825 ; 15.9 Years ;;
; N826SY ;Boeing 737-8F2(WL); Y186 ; 7 Jun 2018 ;; 826 ; 15.8 Years ;;
; N827SY ;Boeing 737-8F2(WL); Y186 ; 12 Jun 2018 ;; 827 ; 15.8 Years ;;
; N828SY ;Boeing 737-8F2(WL); Y186 ; 5 Jul 2018 ;; 828 ; 15.7 Years ;;
; N829SY ;Boeing 737-8F2(WL); Y186 ; 9 Jul 2018 ;; 829 ; 15.7 Years ;;
; N830SY ;Boeing 737-83N(WL); Y186 ; 12 Mar 2019 ;; 830 ; 20.5 Years ;;
; N831SY ;Boeing 737-83N(WL); Y186 ; 13 Mar 2019 ;; 831 ; 19.8 Years ;;
; N832SY ;Boeing 737-8KN(WL); Y186 ; 22 Mar 2019 ;lsd ; 832 ; 11 Years ;;
; N833SY ;Boeing 737-8KN(WL); Y186 ; 16 Apr 2019 ;lsd ; 833 ; 10.9 Years ;;
; N834SY ;Boeing 737-8KN(WL); Y186 ; 16 May 2019 ;lsd ; 834 ; 10.8 Years ;;
; N835SY ;Boeing 737-8KN(WL); Y186 ; 18 Dec 2019 ;; 835 ; 10.2 Years ;;
; N836SY ;Boeing 737-8KN(WL); Y186 ; 29 Jan 2020 ;; 836 ; 10.1 Years ;;
; N837SY ;Boeing 737-8KN(WL); Y186 ; 19 Feb 2020 ; Parked ; 837 ; 10.1 Years ;;
; N838SY ;Boeing 737-86N(WL); Y186 ; 9 Dec 2019 ;lsd ; 838 ; 20 Years ;;
; N839SY ;Boeing 737-8JP(WL); VIP ; 6 May 2021 ;lsd ; 839 ; 5.1 Years ;;
; N840SY ;Boeing 737-8JP(WL); Y189 ; 19 Apr 2021 ;lsd ; 840 ; 5 Years ;;
; N841SY ;Boeing 737-8JP(WL); Y189 ; 15 Jul 2021 ;lsf SKK Corporation ; 841 ; 11.5 Years ;;
; N842SY ;Boeing 737-8K5(WL);; 1 Oct 2021 ;; 842 ; 10 Years ;;
; N843SY ;Boeing 737-82R(WL);; 21 Dec 2021 ; Parked ; 843 ; 10.9 Years ;;
; N ;Boeing 737-82R(WL);; Due ; Stored, lsd ;; 10.8 Years ;;
