;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 5Y-FEA ;Bombardier DHC-8-402Q Dash 8; Y78 ; 19 Oct 2021 ;lsd ; 14.4 Years ;;
; 5Y-FMA ;Bombardier DHC-8-402Q Dash 8; Y78 ; Apr 2021 ;lsd ; 20 Years ;;
; 5Y-FSC ;Bombardier DHC-8-402Q Dash 8;; 27 Jun 2018 ;lsd ; 14.4 Years ;;
; 5Y-SMJ ;Bombardier DHC-8-402Q Dash 8; Y76 ; 2 Oct 2012 ;; 22.8 Years ;;
; 5Y-VVI ;Bombardier DHC-8-402Q Dash 8; Y76 ; 2015 ;; 20.4 Years ;;
; 5Y- ;Bombardier DHC-8-402Q Dash 8; Y78 ; 22 Nov 2021 ; Parked, lsd ; 14.5 Years ;;
; 5Y-DHC ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 2013 ;; 35.2 Years ;;
; 5Y-IHO ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 14 Sep 2007 ;; 30.9 Years ;;
; 5Y-JGM ;De Havilland Canada DHC-8-102A Dash 8; Y37 ; 24 Aug 2006 ;; 30.6 Years ;;
; 5Y-MTG ;De Havilland Canada DHC-8-103 Dash 8;; 27 Jun 2017 ;opf United Nations ; 28.6 Years ;;
; 5Y-RHM ;De Havilland Canada DHC-8-103 Dash 8;; 23 Sep 2014 ;; 32.4 Years ;;
; 5Y-WAJ ;De Havilland Canada DHC-8-103 Dash 8; Y37 ; 2016 ;lsd ; 32.8 Years ;;
