;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP-SIG ;Airbus A300B4-622R;; 19 Sep 2011 ;United to Conserve (Asiatic Cheetah) cs ; 27 Years ;;
; EP-SSL ;Airbus A319-111;; Mar 2019 ;; 18.3 Years ;;
; EP-SSP ;Airbus A319-112;; Mar 2019 ;; 19.1 Years ;;
; EP-AJH ;Airbus A320-233;; Sep 2012 ;; 21.3 Years ;;
; EP-AJI ;Airbus A320-233;; Mar 2014 ;Asiatic Cheetah cs ; 21.5 Years ;;
; EP-AJJ ;Airbus A320-212;; Feb 2021 ;; 27.1 Years ;;
