;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; P4-LTI ;Airbus A319-115(CJ); VIP ; 21 Nov 2020 ;; 13.5 Years ;;
; P4-EBO ;Boeing 737-4H6(SF); Cargo ; 17 Dec 2020 ;; 29 Years ;;
