;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; PH-ABF ;Airbus A300B4-103(F); Cargo ; 22 Dec 2000 ; 9 Apr 2002 ;G-CEXK Channel Express ;lsd ;;
; PH-CLA ;Airbus A300B4-103(F); Cargo ; 2 Nov 2000 ; 9 Aug 2005 ;TC-KZY Kuzu Airlines Cargo ;;;
; PH-EAN ;Airbus A300B4-103(F); Cargo ; 2 Nov 2000 ; 2 Jan 2006 ;TC-KZV Kuzu Airlines Cargo ;;;
; PH-GIR ;Airbus A300B4-103(F); Cargo ; 2 Nov 2000 ;; Scrapped ;;;
; SP-KPH ;Saab Fairchild 340A(F); Cargo ; 29 Oct 2007 ; 18 Jan 2008 ;SP-KPH SprintAir ;lsf Sky Express Poland ;;
