;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-1210 ;Boeing 737-89L(WL); C8Y168 ; 22 Dec 2017 ;; 4.2 Years ;;
; B-1218 ;Boeing 737-89L(WL); C8Y168 ; 24 Apr 2019 ;; 3.8 Years ;;
; B-5196 ;Boeing 737-86N; C8Y159 ; 26 Dec 2011 ; Parked, lsd ; 13.6 Years ;;
; B-5197 ;Boeing 737-86N; C8Y159 ; 25 Apr 2013 ;lsd ; 13.1 Years ;;
; B-5553 ;Boeing 737-89L(WL); C8Y159 ; 26 Dec 2011 ;; 11 Years ;;
; B-5639 ;Boeing 737-89L(WL); C8Y159 ; 18 Apr 2012 ; Parked ; 9.9 Years ;;
; B-5642 ;Boeing 737-89L(WL); C8Y159 ; 6 Jun 2012 ;; 9.8 Years ;;
; B-5681 ;Boeing 737-89L(WL); C8Y159 ; 27 Oct 2019 ;; 9.4 Years ;;
; B-5729 ;Boeing 737-89L(WL); C12Y147 ; 29 Jul 2014 ;; 8.9 Years ;;
; B-5850 ;Boeing 737-89L(WL); C12Y147 ; 14 Nov 2013 ;lsd ; 8.3 Years ;;
; B-6105 ;Boeing 737-89L(WL); C8Y159 ; 10 Jul 2015 ;lsd ; 6.7 Years ;;
; B-7597 ;Boeing 737-89L(WL); C8Y168 ; 30 Jun 2016 ;; 5.8 Years ;;
; B-7891 ;Boeing 737-89L(WL); C8Y168 ; 16 Mar 2017 ; Parked, lsd ; 5.3 Years ;;
