;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; UR-AZE ;Boeing 737-8K5(WL); Y189 ; 7 Dec 2018 ;lsd ; 23 Years ;;
; UR-AZF ;Boeing 737-89L(WL); Y189 ; 19 Apr 2019 ;lsd ; 21.8 Years ;;
; UR-AZG ;Boeing 737-86J(WL); Y189 ; 29 Apr 2021 ;lsd ; 20.3 Years ;;
; UR-UTQ ;Boeing 737-83N(WL); Y189 ; 8 Nov 2015 ;lsd ; 18.3 Years ;;
; UR-AZN ;Boeing 757-3CQ(WL);; 15 Jul 2021 ;lsd ; 20.9 Years ;;
; UR-AZO ;Boeing 757-3CQ(WL);; 14 Jun 2021 ;lsd ; 20.9 Years ;;
; UR-AZP ;Boeing 757-3E7(WL); Y280 ; 4 May 2020 ;lsd ; 22.2 Years ;;
; UR-AZC ;Boeing 767-37EER; Y334 ; 19 Apr 2018 ;lsd ; 30.6 Years ;;
; UR-AZD ;Boeing 767-33AER; C12Y312 ; 20 Aug 2018 ;lsd ; 28.9 Years ;;
; UR-AZK ;Boeing 767-33AER(WL); C12Y312 ; 24 Apr 2019 ;lsd ; 20.3 Years ;;
; UR-AZR ;Boeing 777-31HER; C7Y524 ; 20 Dec 2021 ;lsd ; 14.9 Years ;;
