;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EI-CTD ;Airbus A320-211;; 6 May 1999 ; 21 Jun 2002 ;EI-CTD Volare Airlines ;lsd ;;
; F-GLGM ;Airbus A320-212;; 10 Apr 1999 ; 4 Apr 2001 ;F-GLGM Air France ;lsd ;;
; F-GLGN ;Airbus A320-212;; 16 Apr 1999 ; 30 Apr 2001 ;C-GVXH Canada 3000 Airlines ;lsd ;;
; F-OHCX ;Airbus A320-232;; 25 Apr 1999 ; 31 Mar 2000 ;B-2459 China Southern Airlines ;lsf China Southern Airlines ;;
; F-OHCY ;Airbus A320-232;; 26 Apr 1999 ; 1 Mar 2000 ;B-2401 China Southern Airlines ;lsf China Southern Airlines ;;
; I-PEKG ;Airbus A320-214; Y174 ; 4 Jun 2001 ; 25 Aug 2001 ;I-PEKG Volare Airlines ;;;
; I-PEKI ;Airbus A320-214; Y174 ; 1 Apr 2001 ; 3 Jan 2005 ;F-WQUS Flightlease ;lsd ;;
; I-PEKL ;Airbus A320-214;; Jun 2001 ; 15 Feb 2004 ;I-PEKL Volareweb ;lsd ;;
; I-PEKZ ;Airbus A320-214; Y174 ; 29 Feb 2000 ; 17 Jun 2001 ;I-PEKH Volare Airlines ;lsd ;;
; G-BLKD ;Boeing 737-3T5;; 31 Oct 1986 ; 28 Feb 1987 ;G-BLKD Orion Airways ;lsf Orion Airways ;;
; G-BRKG ;Boeing 737-4S3;; 12 Jul 1990 ; 15 Mar 1991 ;G-TREN Dan-Air London ;lsd ;;
; G-BNSE ;Boeing 757-236;; 12 Dec 1989 ; 17 Apr 1990 ;G-BNSE Air Europe ;lsf Air Europe ;;
; G-BRJG ;Boeing 757-236;; 27 Mar 1990 ; 22 Feb 1991 ;G-BRJG Air Europe ;lsf Air Europe ;;
; G-BRJH ;Boeing 757-236;; 27 Jun 1990 ; 1 Apr 1991 ;G-BRJH Air Europe ;;;
; I-AEJA ;Boeing 757-236;; 19 Jun 1991 ; 5 Oct 1992 ;OO-TBI Benelux Falcon ;lsd ;;
; I-BRJF ;Boeing 757-236;; 18 Dec 1990 ; 6 Oct 1992 ;C-GNXB Nationair ;lsd ;;
; OH-LBT ;Boeing 757-2Q8(WL); Y227 ; 21 Jul 2007 ; Dec 2007 ;OH-LBT Finnair ;lsf Finnair ;;
; PH-AHI ;Boeing 757-27B;; 1 Dec 1995 ; 15 Apr 1996 ;PH-AHI Air Holland ;lsf Air Holland ;;
; A4O-GT ;Boeing 767-3P6ER;; Jan 1997 ; 10 May 1997 ;A4O-GT Gulf Air ;lsf Gulf Air ;;
; EI-CJA ;Boeing 767-35HER;; 29 Jul 1998 ; 2 Oct 1999 ;HB-IHT Balair ;;;
; EI-CJB ;Boeing 767-35HER;; 23 Dec 1993 ; 28 Oct 1999 ;HB-IHU Balair ;;;
; EI-CLR ;Boeing 767-3Y0ER;; 1 May 1995 ; 13 May 1996 ;SE-DKY SAS Scandinavian Airlines ;lsd ;;
; EI-CLS ;Boeing 767-352ER;; 27 Jul 1995 ; 18 Jan 2001 ;VN-A769 Vietnam Airlines ;lsd ;;
; EI-CNS ;Boeing 767-3Q8ER;; 16 Apr 1997 ; 29 May 2002 ;HB-ISE Belair ;lsd ;;
; EI-CPV ;Boeing 767-38EER;; 1 Jun 1998 ; 21 Feb 1999 ;EI-CPV Air Afrique ;lsd ;;
; I-AEJB ;Boeing 767-383ER;; 23 Jul 1991 ; 23 Dec 1993 ;OY-KDH SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; I-AEJC ;Boeing 767-383ER;; 5 Dec 1991 ; 28 Oct 1993 ;LN-RCB SAS Scandinavian Airlines ;lsf SAS Scandinavian Airlines ;;
; I-PEIY ;Boeing 767-330ER;; 11 Apr 2001 ; 13 Dec 2001 ;I-VEIY Volare Airlines ;lsd ;;
; I-VIMQ ;Boeing 767-3Q8ER;; Dec 2004 ; 15 Jan 2009 ;N27993 Sky Holding Company ;lsd ;;
; SP-LPA ;Boeing 767-35DER;; 25 Nov 1996 ; 29 Apr 1997 ;SP-LPA LOT - Polish Airlines ;lsf LOT - Polish Airlines ;;
; SP-LPF ;Boeing 767-319ER; C24Y216 ; 20 Dec 2006 ; Apr 2007 ;SP-LPF LOT - Polish Airlines ;lsf LOT - Polish Airlines ;;
; EI-CRS ;Boeing 777-2Q8ER; C42Y297 ; 16 Jul 1999 ; 16 May 2003 ;F-OPAR Air Austral ;lsd ;;
; EI-CRT ;Boeing 777-2Q8ER; C42Y297 ; 8 Oct 1999 ; 16 Apr 2003 ;F-ORUN Air Austral ;lsd ;;
; OO-JOT ;McDonnell Douglas DC-10-30;; 20 Dec 1995 ; 20 Mar 1996 ;OO-JOT Corsair ;lsf ChallengAir ;;
