;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9N-AIM ;ATR 42-320; Y47 ; 20 Sep 2008 ;; 27.1 Years ;;
; 9N-AIN ;ATR 42-320; Y47 ; 17 Sep 2008 ;; 26.5 Years ;;
; 9N-AIT ;ATR 42-320; Y47 ; 14 May 2009 ;; 25.8 Years ;;
; 9N-AJL ;ATR 72-500 (72-212A);; 27 May 2021 ;lsd ; 11.2 Years ;;
; 9N-AJO ;ATR 72-500 (72-212A); Y72 ; 18 Jun 2010 ;; 24.3 Years ;;
; 9N-AJS ;ATR 72-500 (72-212A); Y70 ; 2 Aug 2011 ;; 24.3 Years ;;
; 9N-AJX ;ATR 72-500 (72-212A); Y72 ; 21 Sep 2012 ;; 22.9 Years ;;
; 9N-AMD ;ATR 72-500 (72-212A); Y72 ; 27 Jan 2017 ;; 15.4 Years ;;
; 9N-AMF ;ATR 72-500 (72-212A); Y72 ; 16 Jan 2018 ;; 14.4 Years ;;
; 9N-AMU ;ATR 72-500 (72-212A); Y72 ; 30 Jun 2018 ;; 14.5 Years ;;
; 9N-AMY ;ATR 72-500 (72-212A);; 14 Mar 2019 ;; 14.8 Years ;;
; 9N-ANH ;ATR 72-500 (72-212A);; 28 Jan 2021 ;lsd ; 11.4 Years ;;
; 9N-ANI ;ATR 72-500 (72-212A); Y68 ; 25 Sep 2019 ;; 14.2 Years ;;
; 9N-ANP ;ATR 72-500 (72-212A);; Due ; Stored ; 13.2 Years ;;
; 9N-AEE ; Beechcraft 1900D ; Y19 ; 29 Sep 1997 ;; 24.7 Years ;;
; 9N-AEW ; Beechcraft 1900D ; Y19 ; Oct 1998 ;;;;
