;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; PK-CLE ;Boeing 737-524(WL); Preighter ; 16 Aug 2012 ;lsd ; Kemuliaan ; 27.6 Years ;;
; PK-CLF ;Boeing 737-524(WL); C8Y112 ; 15 Oct 2012 ; Parked CGK ; Terpuji ; 27.6 Years ;;
; PK-CLH ;Boeing 737-524(WL); C8Y112 ; 15 Oct 2012 ; Parked, lsd ; Kekuatan ; 27.5 Years ;;
; PK-CLK ;Boeing 737-524(WL); C8Y112 ; 19 Dec 2012 ; Parked PCB, lsd ; Melayani ; 28.1 Years ;;
; PK-CLL ;Boeing 737-524(WL); Y130 ; 21 Dec 2012 ; Parked SUB ; Mengabdi ; 27.2 Years ;;
; PK-CLQ ;Boeing 737-81Q(WL); Y189 ; 11 Oct 2012 ; Parked CGK, lsd ; Kebahagiaan ; 22.2 Years ;;
; PK-CMQ ;Boeing 737-8BK(WL); Preighter ; 10 Feb 2016 ; Parked, lsd ; Penyeru ; 14.3 Years ;;
; PK-CMS ;Boeing 737-8BK(WL); Y189 ; May 2016 ; Parked CGK, lsd ; Bermanfaat ; 15.9 Years ;;
; PK-CMT ;Boeing 737-86N(WL); Y189 ; 1 Jul 2016 ; Parked CGK, lsd ; Berbakti ; 20 Years ;;
; PK-CRA ;Boeing 737-86N(WL); Y189 ; 20 Oct 2016 ;lsd ; Anugrah ; 13.7 Years ;;
; PK-CRE ;Boeing 737-86N(WL); Y189 ; 9 Jun 2017 ;lsd ; Rajawali ; 12.9 Years ;;
; PK-CRF ;Boeing 737-86N(WL); Y186 ; 22 Aug 2017 ;lsd ; Hikmat ; 12.8 Years ;;
; PK-CRH ;Boeing 737-86N(WL); Y189 ; 28 Aug 2017 ; Parked CGK, lsd ; Keagungan ; 12.9 Years ;;
; PK-CRI ;Boeing 737-86N(WL); Y189 ; 21 Dec 2017 ;lsd ; Kejayaan ; 12.5 Years ;;
; PK-CMO ;Boeing 737-9LPER(WL); Y220 ; 20 Aug 2015 ; Parked CGK, lsd ; Keberkahan ; 7 Years ;;
