;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VT-AII ;ATR 72-600 (72-212A); Y70 ; 16 Dec 2014 ;lsd, opf Air India Regional ; 7.3 Years ;;
; VT-AIT ;ATR 72-600 (72-212A); Y70 ; 26 Feb 2015 ;lsd, opf Air India Regional ; 7.1 Years ;;
; VT-AIU ;ATR 72-600 (72-212A); Y70 ; 29 May 2015 ;lsd, opf Air India Regional ; 6.8 Years ;;
; VT-AIV ;ATR 72-600 (72-212A); Y70 ; 3 Jul 2015 ;lsd, opf Air India Regional ; 6.7 Years ;;
; VT-AIW ;ATR 72-600 (72-212A); Y70 ; 23 Oct 2015 ;lsd, opf Air India Regional ; 6.5 Years ;;
; VT-AIX ;ATR 72-600 (72-212A); Y70 ; 18 Apr 2016 ;lsd, opf Air India Regional ; 6.6 Years ;;
; VT-AIY ;ATR 72-600 (72-212A); Y70 ; 9 May 2016 ;lsd, opf Air India Regional ; 6.4 Years ;;
; VT-AIZ ;ATR 72-600 (72-212A); Y70 ; 25 Jul 2016 ;lsd, opf Air India Regional ; 6.5 Years ;;
; VT-RKC ;ATR 72-600 (72-212A); Y70 ; 1 Sep 2017 ;lsd ; 5.2 Years ;;
; VT-RKD ;ATR 72-600 (72-212A); Y70 ; 11 Jun 2017 ;lsd ; 5 Years ;;
; VT-RKE ;ATR 72-600 (72-212A); Y70 ; 11 Jul 2017 ;lsd ; 4.9 Years ;;
; VT-RKF ;ATR 72-600 (72-212A); Y70 ; 11 Aug 2017 ;lsd ; 5 Years ;;
; VT-RKG ;ATR 72-600 (72-212A); Y70 ; 11 Sep 2017 ;lsd ; 4.8 Years ;;
; VT-RKH ;ATR 72-600 (72-212A); Y70 ; 25 Jan 2018 ;lsd ; 4.8 Years ;;
; VT-RKJ ;ATR 72-600 (72-212A); Y70 ; 18 Jul 2018 ;lsd ; 4.7 Years ;;
; VT-RKK ;ATR 72-600 (72-212A); Y70 ; 8 Oct 2018 ;lsd ; 4.7 Years ;;
; VT-RKL ;ATR 72-600 (72-212A); Y70 ; 24 Dec 2018 ;lsd ; 4.4 Years ;;
; VT-RKM ;ATR 72-600 (72-212A); Y70 ; 19 Feb 2019 ;lsd ; 4.3 Years ;;
