;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; XU-701 ;Airbus A320-212;; 8 Aug 2014 ; 1 Dec 2014 ;XU-701 Sky Angkor Airlines ;lsd ;;
; XU-ZAB ;Airbus A320-231; Y180 ; 9 Nov 2011 ; 1 Oct 2014 ;XU-ZAB Apsara Air Cambodia ;;;
; XU-ZAC ;Airbus A320-231; Y180 ; 23 Apr 2012 ; 1 Dec 2014 ;XU-ZAC Sky Angkor Airlines ;;;
; XU-703 ;McDonnell Douglas MD-83 (DC-9-83);; 30 Dec 2013 ; 17 Apr 2014 ;UR-CJU DART Ukrainian Airlines ;lsf DART Ukrainian Airlines ;;
; XU-ZAA ;McDonnell Douglas MD-83 (DC-9-83); Y165 ; Mar 2011 ; Apr 2012 ;UR-CEL Aviatrans K ;lsf Khors Aircompany ;;
