;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 5Y-BVO ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 31 Dec 2007 ;; 37.3 Years ;;
; 5Y-BXH ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 21 Jul 2009 ;opf United Nations ; 31.9 Years ;;
; 5Y-BXI ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 21 Sep 2009 ;opf International Committee of the Red Cross ; 28 Years ;;
; 5Y-BXU ;De Havilland Canada DHC-8-106 Dash 8; Y37 ; 2014 ;; 29.4 Years ;;
; 5Y-CAU ;De Havilland Canada DHC-8-103 Dash 8; Y37 ; May 2012 ;; 36.9 Years ;;
; 5Y-PRV ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 4 Apr 2006 ;; 32.3 Years ;;
; 5Y-STN ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 6 Feb 2006 ;opf United Nations ; 32.3 Years ;;
; 5Y- ;De Havilland Canada DHC-8-201Q Dash 8;; 26 Feb 2020 ;lsd ; 24.1 Years ;;
; 5Y-IAI ;De Havilland Canada DHC-8-311 Dash 8;; 20 Mar 2020 ;; 29.5 Years ;;
; 5Y-BVY ;Embraer ERJ-135LR; Y37 ; 18 Jun 2008 ;opf United Nations ; 19.8 Years ;;
; 5Y-BVZ ;Embraer ERJ-135LR; Y37 ; 18 Jun 2008 ;opf United Nations ; 19.4 Years ;;
; 5Y-CAV ;Embraer ERJ-145MP; Y50 ; 20 Mar 2013 ;; 21.1 Years ;;
; 5Y-CHQ ;Embraer ERJ-145LR; Y50 ; 28 Aug 2017 ;opf United Nations ; 19.2 Years ;;
; 5Y-CIM ;Embraer ERJ-145LR; Y50 ; 27 Jul 2018 ;opf United Nations ; 20.4 Years ;;
; 5Y-CIS ;Embraer ERJ-145LR; Y50 ; 21 Nov 2018 ;opf United Nations ; 20.6 Years ;;
; 5Y-CRZ ;Embraer ERJ-145LR; Y50 ; 11 Jan 2018 ;opf United Nations ; 20.5 Years ;;
; 5Y-RAY ;Embraer ERJ-145LR; Y50 ; 27 Dec 2021 ;; 21.6 Years ;;
; 5Y-RYN ;Embraer ERJ-145LR; Y50 ; 27 Apr 2021 ;opf United Nations ; 21.2 Years ;;
; 5Y-SOH ;Embraer ERJ-145LR; Y50 ; 13 Feb 2020 ;; 21.4 Years ;;
