;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VQ-BKP ;ATR 42-500; Y46 ; 16 May 2011 ; Parked ; 10.9 Years ;;
; VQ-BXW ;Boeing 737-8 MAX;; On Order ;lsd ; 2.7 Years ;;
; VQ-BXX ;Boeing 737-8 MAX;; On Order ;lsd ; 2.9 Years ;;
; VQ-BXY ;Boeing 737-8 MAX;; On Order ;lsd ; 2.6 Years ;;
; VP-BKT ;Boeing 737-33R; Y148 ; 1 Jun 2012 ; Parked ; 24.7 Years ;;
; VQ-BAA ;Boeing 737-86N(WL); C6Y174 ; 1 Aug 2019 ;Н.Н. Урванцев , lsd, "Норникель 85 лет" sticker ; 12.6 Years ;;
; VQ-BBX ;Boeing 737-8JP(WL); C6Y174 ; 14 Aug 2020 ; Parked, lsd ; 10 Years ;;
; VQ-BDN ;Boeing 737-8K5(WL); C6Y174 ; 12 Jun 2009 ;lsd ; 20.2 Years ;;
; VQ-BDO ;Boeing 737-8K5(WL); C6Y174 ; 19 Jun 2009 ;lsd ; 20 Years ;;
; VQ-BKR ;Boeing 737-8AS(WL); C6Y174 ; 29 Mar 2011 ;lsd ; 18.1 Years ;;
; VQ-BNG ;Boeing 737-86J(WL); C6Y174 ; 12 Jun 2011 ;lsd ; 12.3 Years ;;
; VQ-BPM ;Boeing 737-8AS(WL); C6Y174 ; 6 Dec 2011 ;lsd ; 17.3 Years ;;
; VQ-BQT ;Boeing 737-8AS(WL); C6Y174 ; 22 Apr 2011 ; Parked, lsd ; 18 Years ;;
; VQ-BVW ;Boeing 737-8AS(WL); C6Y174 ; 15 Aug 2020 ;lsd ; 10.4 Years ;;
