;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 3C-LLG ;ATR 42-320;; 22 May 2007 ;; Utamboni ; 29.2 Years ;;
; 3C-LLH ;ATR 42-500;; 29 Dec 2007 ;;; 14.2 Years ;;
; 3C-LLI ;ATR 72-500 (72-212A); Y68 ; 5 May 2008 ; Parked LPA ; Gaspar Abeso Nguema ; 13.8 Years ;;
; 3C-LLM ;ATR 72-500 (72-212A); Y68 ; 24 Jul 2008 ;; Efusila ; 13.6 Years ;;
; CS-FAF ;Boeing 737-8FB(WL); C20Y126 ; 27 Jun 2014 ;opby White ; Mbasogo ; 7.7 Years ;;
; ET-AWR ;Boeing 737-8FB(WL); C20Y126 ; Jan 2019 ;;; 8.1 Years ;;
; ET-AWS ;Boeing 737-8FB(WL); C20Y126 ; Jan 2019 ;; Evinayong ; 7.3 Years ;;
; ET-AWQ ;Boeing 767-306ER;; Feb 2019 ;opby Ethiopian Airlines ; Kie-Ntem ; 22.1 Years ;;
; CS-TQX ;Boeing 777-2FBLR; VIP ; 11 Aug 2012 ;opby White ; Djibloho ; 10.8 Years ;;
