;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; LZ-CGO ;Boeing 737-301(SF); Cargo ; 5 Jun 2008 ;; 35.9 Years ;;
; LZ-CGP ;Boeing 737-35B(SF); Cargo ; 27 Jul 2010 ;; 34.3 Years ;;
; LZ-CGQ ;Boeing 737-3Y5(SF); Cargo ; 30 Mar 2012 ;; 28.9 Years ;;
; LZ-CGR ;Boeing 737-448(SF); Cargo ; 9 Jul 2013 ;; 32.7 Years ;;
; LZ-CGS ;Boeing 737-4Q8(SF); Cargo ; 27 Nov 2013 ;opf DHL ; 27.5 Years ;;
; LZ-CGT ;Boeing 737-4Y0(SF); Cargo ; 6 Jul 2015 ;lsd, opf DHL ; 31.6 Years ;;
; LZ-CGU ;Boeing 737-448(SF); Cargo ; 19 Jan 2016 ;opf DHL ; 31.9 Years ;;
; LZ-CGV ;Boeing 737-405(SF); Cargo ; 26 May 2017 ;; 25 Years ;;
; LZ-CGW ;Boeing 737-46J(SF); Cargo ; 19 Apr 2019 ;; 25.8 Years ;;
; LZ-CGX ;Boeing 737-43Q(SF); Cargo ; 15 Mar 2018 ;; 25.3 Years ;;
; LZ-CGY ;Boeing 737-49R(SF); Cargo ; 15 Jan 2021 ;; 25.1 Years ;;
; LZ-CGA ;Boeing 737-809(SF)(WL); Cargo ; 21 May 2021 ;; 21.2 Years ;;
; LZ-CGB ;Boeing 737-8K2(SF)(WL); Cargo ; 3 Dec 2021 ;lsd ; 23.7 Years ;;
