;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; V7-0210 ;De Havilland Canada DHC-8-102 Dash 8; Y34 ; 23 Dec 2002 ;; 31.8 Years ;;
; V7-BKI ;De Havilland Canada DHC-8-102 Dash 8;; 20 Sep 2019 ;lsd, opf Air Bikini ; 31.9 Years ;;
