;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; N881WM ;Bombardier DHC-8-402Q Dash 8; Y78 ; 17 Sep 2021 ;lsd, opf Connect Airlines ; 881 ; 13.8 Years ;;
; N882WM ;Bombardier DHC-8-402Q Dash 8; Y78 ; 15 Nov 2021 ; Parked, lsd, opf Connect Airlines ; 882 ; 13.6 Years ;;
