;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; HS-TXA ;Airbus A320-232; CY174 ; 1 Jun 2016 ; Parked, lsd ; Ubon Ratchathani / อุบลราชธานี ; 9.7 Years ;;
; HS-TXB ;Airbus A320-232; CY174 ; 14 Jul 2016 ; Parked DMK, lsd ; Nakhon Phanom / นครพนม ; 9.6 Years ;;
; HS-TXC ;Airbus A320-232; CY174 ; 14 Jul 2016 ; Parked, lsd ; Nong Bua Lam Phu / หนองบัวลำภู ; 9.6 Years ;;
; HS-TXD ;Airbus A320-232; CY174 ; 14 Jul 2016 ;lsd ; Sing Buri / สิงห์บุรี ; 9.4 Years ;;
; HS-TXE ;Airbus A320-232; CY174 ; 15 Jan 2016 ;lsd ; Nakhon Si Thammarat / นครศรีธรรมราช ; 9.2 Years ;;
; HS-TXF ;Airbus A320-232; CY174 ; 28 Mar 2013 ;lsd ; Samut Songkhram / สมุทรสงคราม ; 9 Years ;;
; HS-TXG ;Airbus A320-232(WL); CY168 ; 23 Oct 2013 ;lsd ; Prachin Buri / ปราจีนบุรี ; 8.4 Years ;;
; HS-TXH ;Airbus A320-232(WL); CY168 ; 29 Oct 2013 ;lsd ; Satun / สตูล ; 8.4 Years ;;
; HS-TXJ ;Airbus A320-232(WL); CY168 ; 19 Nov 2013 ;lsd ; Ang Thong / อ่างทอง ; 8.3 Years ;;
; HS-TXK ;Airbus A320-232(WL); CY168 ; 4 Dec 2013 ;lsd ; Ranong / ระนอง ; 8.3 Years ;;
; HS-TXL ;Airbus A320-232(WL); CY168 ; 31 Jan 2014 ;lsd ; Nong Khai / หนองคาย ; 8.1 Years ;;
; HS-TXM ;Airbus A320-232(WL); CY168 ; 28 Feb 2014 ; Parked, lsd ; Krung Thep Maha Nakhon / กรุงเทพมหานคร ; 8.1 Years ;;
; HS-TXN ;Airbus A320-232(WL); CY168 ; 20 May 2014 ;lsd ; Udon Thani / อุดรธานี ; 7.8 Years ;;
; HS-TXO ;Airbus A320-232(WL); CY168 ; 20 Jun 2014 ;lsd ; Nakhon Ratchasima / นครราชสีมา ; 7.8 Years ;;
; HS-TXP ;Airbus A320-232(WL); CY168 ; 26 Sep 2014 ;lsd ; Surat Thani / สุราษฎร์ธานี ; 7.5 Years ;;
; HS-TXQ ;Airbus A320-232(WL); CY168 ; 16 Oct 2014 ;; Phra Nakhon Si Ayutthaya / พระนครศรีอยุธยา ; 7.4 Years ;;
; HS-TXR ;Airbus A320-232(WL); CY168 ; 3 Dec 2014 ; Parked ; Trat / ตราด ; 7.3 Years ;;
; HS-TXS ;Airbus A320-232(WL); CY168 ; 20 Jan 2015 ;; Roi Et / ร้อยเอ็ด ; 7.2 Years ;;
; HS-TXT ;Airbus A320-232(WL); CY168 ; 8 Oct 2015 ;; Khon Kaen / ขอนแก่น ; 6.4 Years ;;
; HS-TXU ;Airbus A320-232(WL); CY168 ; 5 Nov 2015 ;; Cḣachoengsao / ฉะเชิงเทรา ; 6.4 Years ;;
