;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EC-MTO ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 8 Jan 2018 ;opf Iberia Regional ; 4.2 Years ;;
; EC-MTZ ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 22 Feb 2018 ;opf Iberia Regional ; 4 Years ;;
; EC-MUG ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 22 Mar 2018 ;opf Iberia Regional ; 4 Years ;;
; EC-MVC ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 19 Apr 2018 ;opf Iberia Regional ; 3.9 Years ;;
; EC-MVZ ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 29 May 2018 ;opf Iberia Regional ; 3.8 Years ;;
; EC-MXA ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 24 Aug 2018 ;opf Iberia Regional ; 3.5 Years ;;
; EC-GZA ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 15 Dec 1998 ; Parked VLC, opf Iberia Regional ; 23.6 Years ;;
; EC-HEK ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; 15 Oct 2012 ;opf Iberia Regional ; 22.8 Years ;;
; EC-HPR ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; Jan 2014 ; Parked VLC, opf Iberia Regional ; 21.5 Years ;;
; EC-MNB ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; Oct 2016 ;opf Iberia Regional ; 22.4 Years ;;
; EC-NHU ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; Jan 2020 ;; 21.3 Years ;;
; EC-NLM ;Bombardier CRJ-200ER (CL-600-2B19); Y50 ; Nov 2020 ;lst Paranair ; 18.4 Years ;;
; EC-NPS ;Bombardier CRJ-200LR (CL-600-2B19); Y50 ; 17 Jun 2021 ; Parked VLC, opf Iberia Regional ; 24.4 Years ;;
