;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EC-LQV ;ATR 72-600 (72-212A); Y72 ; 26 Apr 2012 ;lsd, opf Iberia Regional ; 10 Years ;;
; EC-LRH ;ATR 72-600 (72-212A); Y72 ; 3 May 2012 ;lsd, opby Canary Fly, opf Iberia Regional ; 9.8 Years ;;
; EC-LRR ;ATR 72-600 (72-212A); Y72 ; 6 Jun 2012 ;lsd, opf Iberia Regional ; 9.8 Years ;;
; EC-LRU ;ATR 72-600 (72-212A); Y72 ; 29 Jun 2012 ;lsd, opf Iberia Regional ; 9.7 Years ;;
; EC-LSQ ;ATR 72-600 (72-212A); Y72 ; 18 Sep 2012 ;lsd, opby Canary Fly, opf Iberia Regional ; 9.5 Years ;;
; EC-NBG ;ATR 72-600 (72-212A); Y72 ; 14 Dec 2018 ; Parked, lsd, opf Iberia Regional ; 9.8 Years ;;
; EC-NCD ;ATR 72-600 (72-212A); Y72 ; 14 Feb 2019 ;lsd, opf Iberia Regional ; 9.2 Years ;;
; EC-NFT ;ATR 72-600 (72-212A); Y72 ; 10 Dec 2019 ;lsd, opf Iberia Regional ; 7.3 Years ;;
; 9H-LKF ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 25 Feb 2021 ; Parked, opby Mel Air ; 11.2 Years ;;
; 9H-LOJ ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 25 Feb 2021 ;opby Mel Air ; 10.4 Years ;;
; EC-LJR ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 15 Dec 2010 ;lsd, opf Iberia Regional ; 11.6 Years ;;
; EC-LJS ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 16 Dec 2010 ;lsd, opf Iberia Regional ; 11.4 Years ;;
; EC-LJT ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 27 Oct 2018 ;lsd, opf Iberia Regional ; 11.2 Years ;;
; EC-LJX ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 26 Jan 2011 ;lsd, opf Iberia Regional ; 11.2 Years ;;
; EC-LOV ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 24 Apr 2020 ;opf Iberia Regional ; 10.3 Years ;;
; EC-LPG ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 8 Sep 2019 ;; 10.2 Years ;;
; EC-LPN ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 27 Oct 2019 ; Parked ; 10.1 Years ;;
; EC-MJO ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 3 Mar 2016 ;opf Iberia Regional ; 6 Years ;;
; EC-MJP ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 15 Mar 2016 ;opf Iberia Regional ; 6 Years ;;
; EC-MJQ ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 31 Oct 2018 ;opf Iberia Regional ; 5.9 Years ;;
; EC-MLC ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 27 Oct 2019 ;Emilio Serratosa, opf Iberia Regional ; 5.8 Years ;;
; EC-MLO ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 15 Oct 2017 ;lsd, opf Iberia Regional ; 5.4 Years ;;
; EC-MNQ ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 14 Dec 2016 ;opf Iberia Regional ; 5.3 Years ;;
; EC-MPA ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 17 Apr 2020 ;opf Iberia Regional ; 4.8 Years ;;
; EC-MQQ ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; Sep 2018 ;lsd, opf Iberia Regional ; 4.7 Years ;;
; EC-MRI ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 28 Sep 2017 ;lsd, opf Iberia Regional ; 4.4 Years ;;
; EC-MSB ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 16 Nov 2017 ;opf Iberia Regional ; 4.3 Years ;;
; EC-MSL ;Bombardier CRJ-1000 (CL-600-2E25); CY100 ; 22 Dec 2017 ;opf Iberia Regional ; 4.2 Years ;;
