;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SE-MKA ;ATR 72-600 (72-212A); Y72 ; 6 Nov 2015 ;lsd, opf BRA - Braathens Regional Airlines ; 6.3 Years ;;
; SE-MKB ;ATR 72-600 (72-212A); Y72 ; 30 Dec 2015 ;lsd, opf BRA - Braathens Regional Airlines ; 6.2 Years ;;
; SE-MKC ;ATR 72-600 (72-212A); Y72 ; 8 Feb 2016 ;lsd, opf BRA - Braathens Regional Airlines ; 6.1 Years ;;
; SE-MKD ;ATR 72-600 (72-212A); Y72 ; 17 Jun 2016 ;lsd, opf BRA - Braathens Regional Airlines ; 5.7 Years ;;
; SE-MKE ;ATR 72-600 (72-212A); Y72 ; 5 Aug 2016 ;lsd, opf BRA - Braathens Regional Airlines ; 5.6 Years ;;
; SE-MKF ;ATR 72-600 (72-212A); Y72 ; 7 Oct 2016 ;lsd, opf BRA - Braathens Regional Airlines ; 5.4 Years ;;
; SE-MKG ;ATR 72-600 (72-212A); Y72 ; 16 Nov 2016 ;lsd, opf BRA - Braathens Regional Airlines ; 5.3 Years ;;
; SE-MKH ;ATR 72-600 (72-212A); Y72 ; 5 Dec 2016 ;lsd, opf BRA - Braathens Regional Airlines ; 5.3 Years ;;
; SE-MKI ;ATR 72-600 (72-212A); Y72 ; 20 Dec 2016 ;lsd, opf BRA - Braathens Regional Airlines ; 5.3 Years ;;
; SE-MKK ;ATR 72-600 (72-212A); Y72 ; 1 Dec 2017 ;lsd, opf BRA - Braathens Regional Airlines ; 5.7 Years ;;
; SE-MKL ;ATR 72-600 (72-212A); Y72 ; 19 Dec 2019 ;lsd, opf BRA - Braathens Regional Airlines ; 2.6 Years ;;
; SE-MKM ;ATR 72-600 (72-212A); Y72 ; 15 Jan 2020 ;lsd, opf BRA - Braathens Regional Airlines ; 2.2 Years ;;
