;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; SP-RZA ;Boeing 737-8200 MAX; Y197 ; 20 Oct 2021 ;; 0.8 Years ;;;
; SP-RZB ;Boeing 737-8200 MAX; Y197 ; 1 Oct 2021 ;; 0.8 Years ;;;
; SP-RZC ;Boeing 737-8200 MAX; Y197 ; 8 Sep 2021 ;; 0.5 Years ;;;
; SP-RZD ;Boeing 737-8200 MAX; Y197 ; 10 Nov 2021 ;; 0.3 Years ;;;
; SP-RZE ;Boeing 737-8200 MAX; Y197 ; 3 Sep 2021 ;; 0.6 Years ;;;
; SP-RZF ;Boeing 737-8200 MAX; Y197 ; 10 Sep 2021 ;; 0.5 Years ;;;
; SP-RZG ;Boeing 737-8200 MAX; Y197 ; 1 Dec 2021 ;; 0.8 Years ;;;
; SP-RZH ;Boeing 737-8200 MAX; Y197 ; 24 Nov 2021 ;; 0.3 Years ;;;
; SP-RZI ;Boeing 737-8200 MAX; Y197 ; 5 Jan 2022 ;; 2.3 Years ;;;
; SP-RZK ;Boeing 737-8200 MAX; Y197 ; 5 Jan 2022 ;; 2.3 Years ;;;
; SP-RZL ;Boeing 737-8200 MAX; Y197 ; 18 Jan 2022 ;; 0.2 Years ;;;
; SP-RZO ;Boeing 737-8200 MAX; Y197 ; On Order ;; 0.1 Years ;;;
; SP-RKB ;Boeing 737-8AS(WL); Y189 ; 26 Nov 2019 ;; 6 Years ;;;
; SP-RKC ;Boeing 737-8AS(WL); Y189 ; 13 Nov 2019 ;; 5.9 Years ;;;
; SP-RKD ;Boeing 737-8AS(WL); Y189 ; 20 Nov 2019 ;; 5.9 Years ;;;
; SP-RKE ;Boeing 737-8AS(WL); Y189 ; 20 Nov 2019 ;; 5.8 Years ;;;
; SP-RKF ;Boeing 737-8AS(WL); Y189 ; 29 Nov 2019 ;; 5.5 Years ;;;
; SP-RKG ;Boeing 737-8AS(WL); Y189 ; 19 Nov 2019 ;; 4 Years ;;;
; SP-RKH ;Boeing 737-8AS(WL); Y189 ; 16 Mar 2020 ;; 5.5 Years ;;;
; SP-RKI ;Boeing 737-8AS(WL); Y189 ; 20 Feb 2020 ;; 4.9 Years ;;;
; SP-RKK ;Boeing 737-8AS(WL); Y189 ; 25 Feb 2020 ;; 4.9 Years ;;;
; SP-RKL ;Boeing 737-8AS(WL); Y189 ; 24 Mar 2020 ;; 4.9 Years ;;;
; SP-RKM ;Boeing 737-8AS(WL); Y189 ; 19 Mar 2020 ;; 4.9 Years ;;;
; SP-RKN ;Boeing 737-8AS(WL); Y189 ; 21 Feb 2020 ;; 7 Years ;;;
; SP-RKO ;Boeing 737-8AS(WL); Y189 ; 13 Feb 2020 ;; 6.8 Years ;;;
; SP-RKP ;Boeing 737-8AS(WL); Y189 ; 14 Feb 2020 ;; 6.7 Years ;;;
; SP-RKQ ;Boeing 737-8AS(WL); Y189 ; 18 May 2020 ;; 4.4 Years ;;;
; SP-RKR ;Boeing 737-8AS(WL); Y189 ; 18 Feb 2020 ;; 6.7 Years ;;;
; SP-RKS ;Boeing 737-8AS(WL); Y189 ; 13 Feb 2020 ;; 6.5 Years ;;;
; SP-RKT ;Boeing 737-8AS(WL); Y189 ; 22 Apr 2020 ;; 4.4 Years ;;;
; SP-RKU ;Boeing 737-8AS(WL); Y189 ; 6 May 2020 ;; 4.4 Years ;;;
; SP-RKV ;Boeing 737-8AS(WL); Y189 ; 30 Apr 2020 ;; 4.4 Years ;;;
; SP-RKW ;Boeing 737-8AS(WL); Y189 ; 2 Apr 2020 ;; 4.3 Years ;;;
; SP-RSA ;Boeing 737-8AS(WL); Y189 ; 27 Oct 2019 ;; 7.5 Years ;;;
; SP-RSB ;Boeing 737-8AS(WL); Y189 ; 27 Oct 2019 ;; 3.9 Years ;;;
; SP-RSC ;Boeing 737-8AS(WL); Y189 ; 27 Oct 2019 ;; 3.8 Years ;;;
; SP-RSD ;Boeing 737-8AS(WL); Y189 ; 27 Oct 2019 ;; 3.8 Years ;;;
