;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; G-LMRA ;ATR 42-500; Y48 ; 16 Jan 2020 ;lsd ; Clan Adair / Clann am MacÈigeir ; 26.1 Years ;;
; G-LMRB ;ATR 42-500; Y48 ; 19 Mar 2020 ; Parked, lsd ; Clan Baxter / Clann am Bacastair ; 26.1 Years ;;
; G-LMRC ;ATR 42-500; Y48 ; 9 Jun 2020 ;lsd ; Clan Calder / Clann an Caladar ; 26.1 Years ;;
; G-LMRD ;ATR 42-500; Y48 ; 6 Aug 2020 ;lsd ; Clan Douglas / Clann an Dùghlas ; 22.6 Years ;;
; G-LMRE ;ATR 42-500; Y48 ; 2 Nov 2021 ;lsd ; Clan Ewing / Clann MhicEóghainn ; 22 Years ;;
; G-LMSA ;ATR 42-600; Y48 ; 20 Aug 2021 ;lsd ; Clan Armstrong / Clann Armstrong ; 5 Years ;;
; G-LMRZ ;ATR 72-500 (72-212A); Cargo ; 4 Nov 2019 ;lsd ; RMA Western Isles Flyer / RMA Itealaiche Na h-Elieanan Siar ; 23.4 Years ;;
; G-LMTA ;ATR 72-600 (72-212A); Y72 ; 15 Oct 2021 ;lsd ; Clan Abercromby / Clann Obar Chrombaich ; 6.6 Years ;;
; G-LMTC ;ATR 72-600 (72-212A); Y72 ; 26 Jan 2022 ;lsd ; Clan Cairns / Clann MhicCàrnaich ; 6.7 Years ;;
; G-LMTD ;ATR 72-600 (72-212A); Y72 ; Due ; Stored, lsd ;; 6.9 Years ;;
; G-LMTE ;ATR 72-600 (72-212A); Y72 ; Due ; Stored, lsd ;; 6.4 Years ;;
; G-BVVK ; De Havilland Canada DHC-6-310 Twin Otter ; Y19 ; 21 Dec 1994 ; Parked ; Spirit of Eilidh / Spiorad Eilidh ; 42.1 Years ;;
; G-SAJR ;Embraer ERJ-135ER; Y37 ; 12 Mar 2019 ;; Clan Strachan / Clann Strachan ; 20.9 Years ;;
; G-SAJT ;Embraer ERJ-135ER; Y37 ; 24 Apr 2019 ;; Clan Inglis / Clann Inglis ; 21.1 Years ;;
; G-RJXH ;Embraer ERJ-145EP; Y49 ; 22 Feb 2019 ;;; 20.8 Years ;;
; G-SAJC ;Embraer ERJ-145EP; Y49 ; 17 Dec 2018 ;; Clan Baillie / Clann a' Bhàillidh ; 21.7 Years ;;
; G-SAJD ;Embraer ERJ-145EP; Y49 ; 23 Sep 2019 ;; Clan McRitchie / Clann MhicRisnidh ; 20.7 Years ;;
; G-SAJF ;Embraer ERJ-145EP; Y49 ; 20 Jun 2019 ;; Clan MacDuff / Clann MhicDhuibh ; 22 Years ;;
; G-SAJG ;Embraer ERJ-145EP; Y49 ; 8 Mar 2019 ;; Spirit of Teesside / Spiorad Shrath Thi ; 22.9 Years ;;
; G-SAJH ;Embraer ERJ-145EP; Y49 ; 8 Mar 2019 ;;; 22.9 Years ;;
; G-SAJI ;Embraer ERJ-145EP; Y49 ; 8 Mar 2019 ;; Clan Ainslie / Clann Ainslidh ; 22.3 Years ;;
; G-SAJJ ;Embraer ERJ-145EP; Y49 ; 10 Jun 2019 ;; Clan Logan / Clann Logan ; 22.8 Years ;;
; G-SAJK ;Embraer ERJ-145EP; Y49 ; 1 May 2019 ;; Clan Anderson / Clann MhicAnndrais ; 22.7 Years ;;
; G-SAJL ;Embraer ERJ-145EP; Y49 ; 11 Apr 2019 ; Parked ; Clan Kinnaird / Clann ChinnÀird ; 22.8 Years ;;
; G-SAJN ;Embraer ERJ-145EP; Y49 ; 23 Apr 2019 ; Parked ; Clan MacInnes / Clann MhicAonghais ; 22.3 Years ;;
; G-SAJO ;Embraer ERJ-145MP; Y49 ; 1 Apr 2019 ;; Clan Dalziel / Clann Dail Gheal ; 22.1 Years ;;
; G-SAJS ;Embraer ERJ-145EP; Y49 ; 10 Jul 2019 ;; Clan Stewart / Clann Stiùbhart (Jonny's Jet) ; 21.1 Years ;;
; G-BLDV ; Pilatus Britten-Norman BN-2B-26 Islander ; Y9 ; 24 Jul 1996 ; Parked ;; 38.1 Years ;;
; G-BPCA ; Pilatus Britten-Norman BN-2B-26 Islander ; Y9 ; 23 Mar 1988 ;;; 37.5 Years ;;
; G-GNTB ;Saab 340A(F); Cargo ; 6 Dec 2003 ; Parked ;; 35.1 Years ;;
; G-GNTF ;Saab 340A(F); Cargo ; 7 Sep 2005 ;lsd ;; 34.1 Years ;;
; G-LGNA ;Saab 340B; Y34 ; 11 Jun 1999 ;; Spirit of Lewis / Spiorad de Leòdhas ; 31.7 Years ;;
; G-LGNB ;Saab 340B; Y34 ; 8 Jul 1999 ;; Spirit of Glasgow / Spiorad de Glaschu ; 31.3 Years ;;
; G-LGNC ;Saab 340B; Y34 ; 9 Jun 2000 ;; Spirit of Islay / Spiorad de Ìle ; 29.4 Years ;;
; G-LGND ;Saab 340B; Y34 ; 7 Sep 2001 ; Parked ; Spirit of Sandy / Spiorad de Sandaidh ; 32.3 Years ;;
; G-LGNG ;Saab 340B; Y34 ; 16 Dec 2002 ; Parked ; Spirit of Harris / Spiorad de na Hearadh ; 29.3 Years ;;
; G-LGNH ;Saab 340B; Y34 ; 28 May 2004 ;; Spirit of Edinburgh / Spio Dùn Èideann ; 29.1 Years ;;
