;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; - ;Boeing 737-8 MAX; Y186 ; On Order ;lsd ;;;;
; - ;Boeing 737-8 MAX;; On Order ;; 2.6 Years ;;;
; - ;Boeing 737-8 MAX; Y186 ; On Order ;lsd ; 2.9 Years ;;;
; - ;Boeing 737-8 MAX;; On Order ;; 2.5 Years ;;;
; - ;Boeing 737-8 MAX;; On Order ;; 2.8 Years ;;;
; - ;Boeing 737-8 MAX; Y186 ; On Order ;lsd ; 2.9 Years ;;;
; PR-XMA ;Boeing 737-8 MAX; Y186 ; 28 Jun 2018 ; Parked, lsd ; 3.7 Years ;;;
; PR-XMB ;Boeing 737-8 MAX; Y186 ; 20 Aug 2018 ;lsd ; 3.6 Years ;;;
; PR-XMC ;Boeing 737-8 MAX; Y186 ; 9 Oct 2018 ;lsd ; 3.4 Years ;;;
; PR-XMD ;Boeing 737-8 MAX; Y186 ; 30 Nov 2018 ;lsd ; 3.3 Years ;;;
; PR-XME ;Boeing 737-8 MAX; Y186 ; 30 Oct 2018 ;lsd ; 3.4 Years ;;;
; PR-XMF ;Boeing 737-8 MAX; Y186 ; 20 Dec 2018 ;lsd ; 3.2 Years ;;;
; PR-XMG ;Boeing 737-8 MAX; Y186 ; 30 Jan 2019 ;; 3.1 Years ;;;
; PR-XMH ;Boeing 737-8 MAX; Y186 ; 21 Jan 2022 ;; 2.9 Years ;;;
; PR-XMI ;Boeing 737-8 MAX; Y186 ; 1 Feb 2022 ;; 2.7 Years ;;;
; PR-XMJ ;Boeing 737-8 MAX; Y186 ; 2 Dec 2021 ;lsd ; 2.7 Years ;;;
; PR-XMK ;Boeing 737-8 MAX; Y186 ; On Order ;; 2.6 Years ;;;
; PR-XML ;Boeing 737-8 MAX; Y186 ; On Order ;; 2.5 Years ;;;
; PR-XMM ;Boeing 737-8 MAX; Y186 ; 26 Jan 2021 ;lsd ; 2.4 Years ;;;
; PR-XMN ;Boeing 737-8 MAX; Y186 ; 4 Aug 2021 ;lsd ; 2.3 Years ;;;
; PR-XMO ;Boeing 737-8 MAX; Y186 ; 10 Jun 2021 ;lsd ; 2.3 Years ;;;
; PR-XMP ;Boeing 737-8 MAX; Y186 ; 15 Jun 2021 ;lsd ; 2.3 Years ;;;
; PR-XMQ ;Boeing 737-8 MAX; Y186 ; 25 Jul 2021 ;lsd ; 2.2 Years ;;;
; PR-XMR ;Boeing 737-8 MAX; Y186 ; 17 Aug 2021 ;lsd ; 2.2 Years ;;;
; PR-XMT ;Boeing 737-8 MAX; Y186 ; 30 Sep 2021 ;lsd ; 0.5 Years ;;;
; PR-XMU ;Boeing 737-8 MAX; Y186 ; 21 Oct 2021 ;; 0.4 Years ;;;
; PR-XMV ;Boeing 737-8 MAX; Y186 ; 15 Dec 2021 ;; 0.2 Years ;;;
; PR-XMW ;Boeing 737-8 MAX; Y186 ; 28 Oct 2021 ;; 0.4 Years ;;;
; PR-XMX ;Boeing 737-8 MAX; Y186 ; 14 Jan 2022 ;; 0.2 Years ;;;
; PR-XMZ ;Boeing 737-8 MAX;; On Order ;;;;;
; PR- ;Boeing 737-8 MAX; Y186 ; On Order ;lsd ; 2.4 Years ;;;
; PR- ;Boeing 737-8 MAX; Y186 ; On Order ;lsd ; 2.2 Years ;;;
; PS-GPA ;Boeing 737-8 MAX; Y186 ; 19 Nov 2021 ;lsd ; 3.3 Years ;;;
; PS-GPB ;Boeing 737-8 MAX; Y186 ; 19 Nov 2021 ;lsd ; 3.3 Years ;;;
; PS-GPC ;Boeing 737-8 MAX; Y186 ; 22 Nov 2021 ;lsd ; 3.2 Years ;;;
; PS-GPD ;Boeing 737-8 MAX; C12Y162 ; Due ; Stored, lsd ; 3.7 Years ;;;
; PS-GPE ;Boeing 737-8 MAX; C12Y156 ; 10 Feb 2022 ;lsd ; 3.7 Years ;;;
; PS-GPF ;Boeing 737-8 MAX; C12Y156 ; Due ; Stored, lsd ; 3.5 Years ;;;
; PS-GPG ;Boeing 737-8 MAX; C12Y156 ; 21 Jan 2022 ;lsd ; 3.5 Years ;;;
; PS-GPI ;Boeing 737-8 MAX; Y186 ; On Order ;lsd ; 2.2 Years ;;;
; PS-GPJ ;Boeing 737-8 MAX; Y189 ; 30 Jan 2022 ;lsd ; 2.4 Years ;;;
; PS-GPK ;Boeing 737-8 MAX;; On Order ;; 2.2 Years ;;;
; PS-GPL ;Boeing 737-8 MAX;; On Order ;; 2.4 Years ;;;
; PS-GPM ;Boeing 737-8 MAX; Y186 ; On Order ;lsd ; 2.3 Years ;;;
