;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XA-UNY ;Boeing 737-322(WL); Y122 ; 21 Jun 2010 ;; 32.6 Years ;;
; XA-UQA ;Boeing 737-322; Y122 ; 19 Dec 2011 ;; 33.9 Years ;;
; XA-UQX ;Boeing 737-33A(WL);; 17 Aug 2012 ;; 34.5 Years ;;
; XA-UUI ;Boeing 737-3K2;; 6 Jun 2014 ;; 26.8 Years ;;
; XA-VCE ;Boeing 737-3H4(WL);; 3 Jul 2018 ;; 25.7 Years ;;
; XA-VCI ;Boeing 737-3H4(WL);; 27 Jul 2018 ;; 26.9 Years ;;
; XA-VCN ;Boeing 737-3H4(WL);; 21 Sep 2018 ;; 25.2 Years ;;
; XA-VDD ;Boeing 737-3H4(WL);; 16 Apr 2019 ;; 25.8 Years ;;
; XA-VDM ;Boeing 737-3H4(WL);; 2 Oct 2019 ;; 26.6 Years ;;
