;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EX-212 ;Boeing 737-2T5(A);; 26 Jun 2006 ; 4 Jul 2008 ;UP-B3709 Tahmid Air ;lsf Phoenix Aviation ;;
; EX-214 ;Boeing 737-2Q8(A);; 27 Apr 2006 ; 7 Dec 2006 ;E3-NAS NasAir ;;;
