;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; C-FABW ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 11 Jan 2019 ;; 33.9 Years ;;
; C-FCJD ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 27 Jan 2012 ;; 32.7 Years ;;
; C-FCLS ;De Havilland Canada DHC-8-106 Dash 8; Y37 ; 13 May 2005 ;; 31.2 Years ;;
; C-FCSK ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 4 Nov 1988 ;; 33.3 Years ;;
; C-FCWP ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 26 Apr 2013 ;; 33.5 Years ;;
; C-FDWO ;De Havilland Canada DHC-8-106 Dash 8; Y37 ; 16 Jul 2008 ;; 30.8 Years ;;
; C-FLSX ;De Havilland Canada DHC-8-106 Dash 8; Y37 ; 22 Oct 2015 ;; 30.7 Years ;;
; C-FODL ;De Havilland Canada DHC-8-106 Dash 8; Y37 ; 30 Jun 2015 ;; 30.5 Years ;;
; C-GAIS ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 26 Jan 2006 ;; 33.1 Years ;;
; C-GJOP ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 13 Feb 2002 ;; 33.4 Years ;;
; C-GTCO ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 26 Jul 2007 ;; 33.4 Years ;;
; C-GUXF ;De Havilland Canada DHC-8-102 Dash 8;; 19 Mar 2013 ;; 32.5 Years ;;
; C-GXCN ;De Havilland Canada DHC-8-106 Dash 8; Y37 ; 22 Oct 2015 ;; 29.3 Years ;;
; C-GYWX ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 21 Apr 2004 ;; 32.4 Years ;;
; C-GZJC ;De Havilland Canada DHC-8-103 Dash 8; Y37 ; 25 Feb 2014 ;; 35.2 Years ;;
; C-FNXN ;De Havilland Canada DHC-8-314Q Dash 8;; 9 Sep 2016 ;; 25.1 Years ;;
; C-GZEW ;De Havilland Canada DHC-8-314 Dash 8; Y50 ; 31 Jul 2003 ;; 27.2 Years ;;
