;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EX-050 ;Boeing 737-229C(A);; 4 Mar 2005 ; 2012 ;EK-73755 South Airlines ;;;
; XU-U4B ;Boeing 737-281;; 11 Jan 2006 ; 2007 ; Scrapped ;;;
; XU-U4D ;McDonnell Douglas MD-83 (DC-9-83);; Dec 2006 ; Mar 2011 ;XU-ZAA Skywings Asia Airlines ;;;
; XU-U4E ;McDonnell Douglas MD-83 (DC-9-83);; 18 May 2007 ; Jul 2010 ;UR-CHL Khors Aircompany ;;;
