;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; VP-BKT ;Boeing 737-33R; CY110 ; 14 Jul 2008 ; 1 Dec 2009 ;VP-BKT Nordavia ;lsd ;;
; VP-BKO ;Boeing 737-505; CY110 ; 31 Mar 2008 ; 14 Sep 2008 ; Written Off ;;;
; VP-BKP ;Boeing 737-59D; CY110 ; 15 Jun 2008 ; 1 Dec 2009 ;VP-BKP Nordavia ;lsd ;;
; VP-BKU ;Boeing 737-505; CY110 ; 19 Dec 2008 ; 1 Dec 2009 ;VP-BKU Nordavia ;lsf Indigo Aviation ;;
; VP-BKV ;Boeing 737-505; CY110 ; 9 Jan 2009 ; 1 Dec 2009 ;VP-BKV Nordavia ;;;
; VP-BOH ;Boeing 737-59D; CY110 ; 2 Apr 2009 ; 1 Dec 2009 ;VP-BOH Nordavia ;lsd ;;
; VP-BOI ;Boeing 737-505; CY110 ; 28 Jan 2009 ; 1 Dec 2009 ;VP-BOI Nordavia ;lsd ;;
; VP-BOQ ;Boeing 737-505; CY110 ; 22 May 2009 ; 1 Dec 2009 ;VP-BOQ Nordavia ;lsd ;;
; VP-BQI ;Boeing 737-5Y0; CY110 ; 25 Aug 2006 ; 1 Dec 2009 ;VP-BQI Nordavia ;lsd ;;
; VP-BQL ;Boeing 737-5Y0; CY110 ; 1 Nov 2006 ; 1 Dec 2009 ;VP-BQL Nordavia ;lsd ;;
; VP-BRE ;Boeing 737-53C; CY110 ; 14 Feb 2007 ; 1 Dec 2009 ;VP-BRE Nordavia ;;;
; VP-BRG ;Boeing 737-53C; CY110 ; 29 Dec 2006 ; 1 Dec 2009 ;VP-BRG Nordavia ;;;
; VP-BRI ;Boeing 737-5Y0; CY110 ; 20 Jul 2007 ; 1 Dec 2009 ;VP-BRI Nordavia ;lsd ;;
; VP-BRK ;Boeing 737-5Y0; CY110 ; 26 May 2007 ; 1 Dec 2009 ;VP-BRK Nordavia ;lsd ;;
; VP-BRN ;Boeing 737-5Y0; CY110 ; 30 Dec 2006 ; 1 Dec 2009 ;VP-BRN Nordavia ;lsd ;;
; VP-BRP ;Boeing 737-505; CY110 ; 24 Sep 2007 ; 1 Dec 2009 ;VP-BRP Nordavia ;lsd ;;
; VP-BXM ;Boeing 737-59D; CY110 ; 18 Jul 2008 ; May 2009 ; Written Off ;lsd ;;
; VP-BXN ;Boeing 737-53A; CY110 ; 4 Feb 2009 ; 1 Dec 2009 ;VP-BXN Nordavia ;lsd ;;
