;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; LV-HUV ;Embraer ERJ-145LR;; 6 Sep 2018 ; 21 Nov 2019 ;N576RP Southern Aircraft Consultancy ;San Juan ;;
; LV-HVE ;Embraer ERJ-145LR;; 22 Aug 2018 ; 18 Jul 2019 ;LV-HVE American Jet ;Santa Delia ;;
