;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BDM ;Airbus A319-111; C8Y120 ; 16 Dec 2015 ;lsd ; 18.4 Years ;;
; VP-BDN ;Airbus A319-111; C8Y120 ; 11 Feb 2016 ;lsd ; 18.4 Years ;;
; VP-BUK ;Airbus A319-111; C8Y120 ; 20 Nov 2013 ;lsd ; 14.4 Years ;;
; VP-BUN ;Airbus A319-111; C8Y120 ; 5 Dec 2013 ;lsd ; 14.3 Years ;;
; VP-BUO ;Airbus A319-111; C8Y120 ; 18 Jan 2014 ;lsd ; 14.2 Years ;;
; VP-BWA ;Airbus A319-111; C8Y120 ; 18 Dec 2015 ;lsd ; 18.4 Years ;;
; VP-BWK ;Airbus A319-111; C8Y120 ; 7 Nov 2013 ;lsd ; 17.9 Years ;;
; VP-BWL ;Airbus A319-111; C8Y120 ; 29 Apr 2014 ;lsd ; 17.8 Years ;;
; VQ-BBD ;Airbus A319-111; C8Y120 ; 19 Aug 2014 ;lsd, "Centre Amur Tiger" sticker ; 13 Years ;;
; RA-67252 ;Bombardier DHC-8-402Q Dash 8; Y70 ; 18 Mar 2016 ;; 16.7 Years ;;
; RA-67254 ;Bombardier DHC-8-402Q Dash 8; Y70 ; 18 Jan 2016 ;; 11.3 Years ;;
; RA-67256 ;Bombardier DHC-8-402Q Dash 8; Y70 ; 20 Apr 2016 ;; 11.2 Years ;;
; RA-67260 ;Bombardier DHC-8-402Q Dash 8; Y71 ; 17 Jan 2017 ;; 7.4 Years ;;
; RA-67262 ;Bombardier DHC-8-402Q Dash 8; Y71 ; 17 Jan 2017 ;; 7.3 Years ;;
; RA-67266 ;Bombardier DHC-8-402Q Dash 8; Y78 ; Due ; Stored, lsd ; 13 Years ;;
; RA-67257 ;De Havilland Canada DHC-8-201Q Dash 8; Y37 ; 9 Nov 2020 ;; 25.2 Years ;;
; RA-67259 ;De Havilland Canada DHC-8-201Q Dash 8; Y37 ; 18 Feb 2021 ;lsd ; 25.4 Years ;;
; RA-67253 ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 2 Oct 2013 ;; 25.5 Years ;;
; RA-67255 ;De Havilland Canada DHC-8-315Q Dash 8; Y50 ; 2 Oct 2013 ;; 20.2 Years ;;
