;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; LY-BSD ;Boeing 737-2T4(A);; Jun 1995 ;; Scrapped ;Steponas Darius ;;
; LY-BSG ;Boeing 737-2T2(A);; Sep 1995 ; 11 Feb 2006 ;OB-1823 Star Perú ;;;
; LY-GPA ;Boeing 737-2Q8(A);; Jun 1992 ; 24 Feb 1999 ;UR-BVZ AeroSvit Airlines ;;;
; LY-AGP ;Boeing 737-375;; 22 May 2002 ; 17 Jun 2003 ;9M-AAH AirAsia ;Zemaitis, lsd ;;
; LY-BAG ;Boeing 737-382;; 13 May 1998 ; 21 May 2003 ;EC-IOR Hola Airlines ;lsd ;;
; LY-AGQ ;Boeing 737-524; CY124 ; 9 May 2003 ; 20 Sep 2005 ;LY-AGQ FlyLAL ;lsd ;;
; LY-AGZ ;Boeing 737-524; CY124 ; 23 Apr 2003 ; 20 Sep 2005 ;LY-AGZ FlyLAL ;lsd ;;
; LY-AZW ;Boeing 737-5Q8;; 13 Mar 2005 ; 20 Sep 2005 ;LY-AZW FlyLAL ;lsd ;;
; LY-AZX ;Boeing 737-5Q8;; 4 Sep 2006 ; 5 Oct 2006 ;EI-DTX Transaero Airlines ;lsd ;;
; LY-AZY ;Boeing 737-548; CY124 ; 11 May 2004 ; 20 Sep 2005 ;LY-AZY FlyLAL ;lsd ;;
; LY-BFV ;Boeing 737-59D;; 23 Apr 1999 ; 3 Jul 2000 ;G-GFFD British Airways ;;;
; LY-SBC ;Saab 2000; Y50 ; 19 Oct 1998 ; 20 Sep 2005 ;LY-SBC FlyLAL ;Suvalkietis, lsf Saab Aircraft Credit AB ;;
; LY-SBD ;Saab 2000;; 10 Dec 1998 ; 20 Sep 2005 ;LY-SBD FlyLAL ;Dzukas, lsf Saab Aircraft Credit AB ;;
; LY-SBG ;Saab 2000; Y50 ; 11 Apr 2002 ; 19 Apr 2005 ;SE-032 Saab Aircraft ;;;
; LY-SBA ;Saab 340B;; 24 Dec 1996 ; 26 Mar 2002 ;SE-KXD Saab Aircraft Leasing ;lsd ;;
; LY-SBB ;Saab 340B;; 30 May 1997 ; Jun 2002 ;SE-G55 Saab Aircraft Leasing ;lsd ;;
