;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; C-FEPL ;Boeing 737-2E1;; 1984 ; 12 Jan 1986 ;C-FEPL Canadian Pacific Air Lines ;Flagship Halifax , 201 ;;
; C-FEPO ;Boeing 737-2E1;; 1983 ; 12 Jan 1986 ;C-FEPO Canadian Pacific Air Lines ;Flagship Charlottetown, 203 ;;
; C-FEPP ;Boeing 737-2E1(A);; 1982 ; 12 Jan 1986 ;C-FEPP Canadian Pacific Air Lines ;204 ;;
; C-FEPR ;Boeing 737-2E1;; 1984 ; 12 Jan 1986 ;C-FEPR Canadian Pacific Air Lines ;Flagship Saint John, 202 ;;
; C-FEPU ;Boeing 737-2E1(A);; 29 Oct 1973 ; 12 Jan 1986 ;C-FEPU Canadian Pacific Air Lines ;205 ;;
; C-GEPA ;Boeing 737-2E1(A);; 6 Dec 1974 ; 12 Jan 1986 ;C-GEPA Canadian Pacific Air Lines ;Flagship Labrador, 206 ;;
; C-GEPB ;Boeing 737-2E1(A);; 19 Oct 1976 ; 15 Jun 1977 ;N70720 Aloha Airlines ;;;
; C-GEPM ;Boeing 737-2T5(A);; 1 Mar 1985 ; 12 Jan 1986 ;C-GEPM Canadian Pacific Air Lines ;207, lsd ;;
; C-GSPW ;Boeing 737-275C(A);; 15 Apr 1982 ; 1983 ;C-GSPW Pacific Western Airlines ;;;
; CF-ASF ;Boeing 737-248;; 1 Oct 1973 ; 31 Oct 1973 ;EI-ASF Aer Lingus ;lsf Aer Lingus ;;
; CF-EPC ;Handley Page HPR-7 Herald 206; Y41 ; May 1964 ; 19 Jun 1975 ;G-BDFE British Air Ferries ;;;
; CF-EPI ;Handley Page HPR-7 Herald 206; Y41 ; 13 Feb 1963 ; 30 Jan 1975 ;G-BCWE British Air Ferries ;;;
; CF-NAC ;Handley Page HPR-7 Herald 202; Y41 ; Nov 1962 ; 19 Mar 1975 ;G-BCZG British Air Ferries ;;;
; CF-NAF ;Handley Page HPR-7 Herald 202; Y41 ; 1 Oct 1962 ; 17 Mar 1965 ; Written Off ;;;
