;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9M-LGC ;ATR 72-600 (72-212A); Y72 ; 25 Mar 2020 ;lsd ; 2.7 Years ;;
; 9M-LMF ;ATR 72-600 (72-212A); Y72 ; 16 May 2013 ; Parked SZB ; 9 Years ;;
; 9M-LMG ;ATR 72-600 (72-212A); Y72 ; 30 Jul 2013 ;; 8.7 Years ;;
; 9M-LMH ;ATR 72-600 (72-212A); Y72 ; 6 Aug 2013 ;; 8.6 Years ;;
; 9M-LMJ ;ATR 72-600 (72-212A); Y72 ; 26 Dec 2013 ; Parked ; 8.2 Years ;;
; 9M-LMK ;ATR 72-600 (72-212A); Y72 ; 28 Dec 2013 ;; 8.2 Years ;;
; 9M-LML ;ATR 72-600 (72-212A); Y72 ; 5 Apr 2014 ; Parked SZB, lsd ; 7.9 Years ;;
; 9M-LMM ;ATR 72-600 (72-212A); Y72 ; 19 May 2014 ; Parked, lsd ; 7.9 Years ;;
; 9M-LMO ;ATR 72-600 (72-212A); Y72 ; 30 May 2014 ;lsd ; 7.8 Years ;;
; 9M-LMU ;ATR 72-600 (72-212A); Y72 ; 16 Sep 2016 ;; 5.5 Years ;;
; 9M-LMV ;ATR 72-600 (72-212A); Y72 ; 8 Oct 2016 ; Parked SZB ; 5.5 Years ;;
; 9M-LMW ;ATR 72-600 (72-212A); Y72 ; 10 Nov 2016 ;; 5.4 Years ;;
; 9M-LNP ;Boeing 737-8GP(WL); C12Y150 ; 11 Dec 2014 ;; 7.3 Years ;;
; 9M-LNV ;Boeing 737-8GP(WL); C12Y150 ; 26 Oct 2015 ;lsd ; 6.4 Years ;;
