;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ET-ANG ;Boeing 737-7K9(WL); C16Y99 ; 9 Dec 2009 ;lsd ; 15 Years ;;
; ET-ANH ;Boeing 737-7K9(WL); C16Y99 ; 8 Dec 2009 ;lsd ; 14.8 Years ;;
; ET-AOK ;Boeing 737-790(WL); C16Y102 ; 9 Jan 2011 ;lsd ; 18.9 Years ;;
; ET-AVO ;Boeing 737-752(WL); C16Y99 ; 7 May 2018 ;lsf Ethiopian Airlines ; 18.3 Years ;;
; ET-AVP ;Boeing 737-752(WL); C16Y99 ; 18 May 2018 ;lsf Ethiopian Airlines ; 18.2 Years ;;
; ET-ATU ;Boeing 737-8Q8(WL); C16Y138 ; 2 Jun 2016 ;lsf Ethiopian Airlines ; 20 Years ;;
; ET-ATV ;Boeing 737-8Q8(WL); C16Y138 ; 19 Nov 2020 ;lsf Ethiopian Airlines ; 15.6 Years ;;
; ET-AXI ;Boeing 737-85R(WL); C16Y138 ; 12 Dec 2019 ;lsf Ethiopian Airlines ; 13 Years ;;
; ET-AXO ;Boeing 737-8AL(WL); C12Y156 ; 18 Jul 2019 ;lsf Ethiopian Airlines ; 9.4 Years ;;
; ET-AYU ;Boeing 737-86J(WL);; 10 Feb 2022 ;lsf Ethiopian Airlines ; 12.4 Years ;;
; ET-AQD ;Bombardier DHC-8-402Q Dash 8; C7Y64 ; 29 Nov 2012 ;lsf Ethiopian Airlines ; 9.4 Years ;;
