;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; TS-IJA ;Embraer ERJ-170LR (ERJ-170-100 LR);; 20 Jun 2019 ;lsf CIAF Leasing ;; 14.8 Years ;;
; TS-IJB ;Embraer ERJ-170LR (ERJ-170-100 LR);; 6 Aug 2019 ;lsf CIAF Leasing ; Narcisse ; 14.7 Years ;;
