;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EC-MIG ;Boeing 787-8 Dreamliner; C22Y274 ; 14 Mar 2016 ;lsd ;; 6 Years ;;
; EC-MIH ;Boeing 787-8 Dreamliner; C22Y276 ; 16 Jun 2016 ; Parked, lsd ; Julio Iglesias ; 5.8 Years ;;
; EC-MLT ;Boeing 787-8 Dreamliner; C22Y276 ; 20 Oct 2016 ;lsd, Nicky Jam X J Balvin's cs ;; 5.4 Years ;;
; EC-MMX ;Boeing 787-8 Dreamliner; C22Y276 ; 13 Dec 2016 ;lsd ;; 5.3 Years ;;
; EC-MMY ;Boeing 787-8 Dreamliner; C22Y276 ; 19 Dec 2016 ;lsd ; Desde 1218, Universidad de Salamanca VIII Centenario ; 5.2 Years ;;
; EC-MNS ;Boeing 787-8 Dreamliner; C22Y276 ; 27 Feb 2017 ;lsd ;; 5 Years ;;
; EC-MOM ;Boeing 787-8 Dreamliner; C22Y276 ; 3 May 2017 ;lsd ;; 4.9 Years ;;
; EC-MPE ;Boeing 787-8 Dreamliner; C22Y276 ; 19 Jun 2017 ;lsd ;; 4.8 Years ;;
; EC-MSZ ;Boeing 787-9 Dreamliner; C30Y303 ; 15 Feb 2018 ;lsd ; JJ Hidalgo ; 4.1 Years ;;
; EC-MTI ;Boeing 787-9 Dreamliner; C30Y303 ; 20 Mar 2018 ;lsd ; Mateo Sánchez ; 4 Years ;;
; EC-NBM ;Boeing 787-9 Dreamliner; C30Y303 ; 1 May 2019 ;lsd ;; 2.8 Years ;;
; EC-NBX ;Boeing 787-9 Dreamliner; C30Y303 ; 22 May 2019 ;lsd ;; 2.8 Years ;;
; EC-NCY ;Boeing 787-9 Dreamliner; C32Y307 ; 27 Sep 2019 ;lsd ;; 2.5 Years ;;
; EC-NEI ;Boeing 787-9 Dreamliner; C32Y307 ; 29 Oct 2019 ;lsd ;; 2.4 Years ;;
; EC-NFM ;Boeing 787-9 Dreamliner; C32Y307 ; 10 Jan 2020 ;lsd ;; 2.2 Years ;;
; EC-NGM ;Boeing 787-9 Dreamliner; C32Y307 ; 24 Feb 2020 ;lsd ;; 2 Years ;;
; EC-NGN ;Boeing 787-9 Dreamliner; C32Y307 ; 10 Mar 2020 ;lsd ;; 2 Years ;;
; EC-NGQ ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;lsd ;; 1.9 Years ;;
; EC-NGR ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;lsd ;; 1.9 Years ;;
; EC-NGS ;Boeing 787-9 Dreamliner; C32Y307 ; 5 Sep 2020 ;lsd ;; 2 Years ;;
; EC-NIL ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;;; 1.5 Years ;;
; EC-NJH ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;;; 0.7 Years ;;
; EC-NLR ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;;; 1.1 Years ;;
; EC-NMD ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;;; 0.6 Years ;;
; EC-NPQ ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;;; 0.5 Years ;;
; EC-NPR ;Boeing 787-9 Dreamliner; C32Y307 ; On Order ;;; 0.3 Years ;;
; EC-LIN ;Embraer ERJ-195LR (ERJ-190-200 LR); C12Y108 ; 28 Dec 2016 ;opby Aeronova ;; 11.3 Years ;;
; EC-LKM ;Embraer ERJ-195LR (ERJ-190-200 LR); C12Y108 ; 17 Mar 2017 ;opby Aeronova ; Guardia Civil 175 Años a tu lado ; 10.9 Years ;;
; EC-LKX ;Embraer ERJ-195LR (ERJ-190-200 LR); C12Y108 ; 19 Apr 2017 ;opby Aeronova, "Visit Salvador" sticker ; Luis Salom ; 10.8 Years ;;
; EC-LLR ;Embraer ERJ-195LR (ERJ-190-200 LR); C12Y108 ; 1 Feb 2017 ;opby Aeronova, "Uruguay" sticker ;; 10.6 Years ;;
