;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; EC-MMZ ;ATR 72-500 (72-212A); Y68 ; 11 Nov 2020 ;opby Aeronova ;; 13.1 Years ;;
; EC-MSN ;ATR 72-500 (72-212A); Y68 ; 16 Jan 2021 ; Parked, opby Aeronova ;; 11.5 Years ;;
; EC-MZJ ;ATR 72-500 (72-212A);; 28 Oct 2020 ;opby Aeronova ;; 16.2 Years ;;
; EC-NBL ;Boeing 737-8 MAX;; On Order ;lsd ;; 2.9 Years ;;
; EC-NBV ;Boeing 737-8 MAX;; On Order ;lsd ;; 2.7 Years ;;
; EC- ;Boeing 737-8 MAX;; On Order ;;;;;
; EC- ;Boeing 737-8 MAX;; On Order ;;;;;
; EC- ;Boeing 737-8 MAX;; On Order ;;;;;
; EC-LPQ ;Boeing 737-85P(WL); CY186 ; 30 Apr 2012 ;lsd, SkyTeam cs ;; 9.9 Years ;;
; EC-LPR ;Boeing 737-85P(WL); CY186 ; 10 Apr 2012 ;lsd ;; 9.9 Years ;;
; EC-LQX ;Boeing 737-85P(WL); CY186 ; 23 Jul 2012 ;lsd ;; 9.6 Years ;;
; EC-LTM ;Boeing 737-85P(WL); CY186 ; 27 Oct 2016 ;;; 9.2 Years ;;
; EC-LUT ;Boeing 737-85P(WL); CY186 ; 26 Apr 2013 ;;; 8.9 Years ;;
; EC-LVR ;Boeing 737-85P(WL); CY186 ; 22 Jul 2013 ;lsd ;; 8.6 Years ;;
; EC-LXV ;Boeing 737-85P(WL); CY186 ; 29 Oct 2013 ;lsd ;; 8.3 Years ;;
; EC-LYR ;Boeing 737-85P(WL); CY186 ; 13 Jan 2014 ;lsd ;; 8.2 Years ;;
; EC-MJU ;Boeing 737-85P(WL); CY186 ; 29 Jun 2016 ;lsd, "Argentina Iguazú Falls" sticker ;; 5.7 Years ;;
; EC-MKL ;Boeing 737-85P(WL); CY186 ; 28 Jul 2016 ;lsd ;; 5.6 Years ;;
; EC-MPG ;Boeing 737-85P(WL); CY186 ; 7 Aug 2020 ;lsd ;; 4.7 Years ;;
; EC-MPS ;Boeing 737-85P(WL); CY186 ; 31 Jul 2017 ;lsd ;; 4.6 Years ;;
; EC-MQP ;Boeing 737-85P(WL); CY186 ; 17 Jul 2020 ;;; 4.5 Years ;;
; EC-MUZ ;Boeing 737-85P(WL); CY186 ; 4 May 2018 ;;; 3.8 Years ;;
; EC-MVY ;Boeing 737-85P(WL); CY186 ; 30 Jun 2018 ;;; 3.7 Years ;;
; EC-MXM ;Boeing 737-85P(WL); CY186 ; 30 Jul 2018 ;;; 3.6 Years ;;
