;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PJ-DVG ; De Havilland Canada DHC-6-310 Twin Otter ; Y19 ; 7 Jun 2021 ;Iguana cs ; 49.4 Years ;;
