;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 8Q-VAX ;ATR 42-500;; 29 May 2017 ;opf Flyme ; 15.7 Years ;;
; 8Q-VAV ;ATR 72-500 (72-212A);; 23 Nov 2014 ;lsd, opf Flyme ; 19.2 Years ;;
; 8Q-VAW ;ATR 72-500 (72-212A);; 27 Mar 2015 ;lsd, opf Flyme ; 19.2 Years ;;
