;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VN-A278 ;Airbus A321-211(WL); Y220 ; 18 Dec 2020 ;lsd ; 7.3 Years ;;
; VN-A288 ;Airbus A321-211(WL); Y220 ; 25 Jan 2021 ;lsd ; 6.1 Years ;;
; VN-A289 ;Airbus A321-211(WL);; 21 Jan 2021 ;lsd ; 7.7 Years ;;
; VN- ;Airbus A321-251NX; Y220 ; Due ; Stored, lsd ; 2.7 Years ;;
