;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VH-IYH ;Bombardier DHC-8-402Q Dash 8; Y76 ; 28 Feb 2020 ;lsd, opf Cobham Aviation ; 5.3 Years ;;
; VH-IYJ ;Bombardier DHC-8-402Q Dash 8; Y76 ; 30 Jul 2019 ;lsd, opf Cobham Aviation ; 5.3 Years ;;
; VH-IYK ;Bombardier DHC-8-402Q Dash 8; Y76 ; 30 Sep 2019 ;lsd, opf Cobham Aviation ; 5.4 Years ;;
; VH-IYP ;Bombardier DHC-8-402Q Dash 8;; 11 Feb 2022 ;lsd, opf Cobham Aviation ; 5.6 Years ;;
; VH-IYV ;Bombardier DHC-8-402Q Dash 8; Y76 ; 6 Nov 2020 ;lsd, opf Cobham Aviation ; 13.4 Years ;;
; VH-IYW ;Bombardier DHC-8-402Q Dash 8; Y78 ; 27 Apr 2021 ;lsd, opf Cobham Aviation ; 13.5 Years ;;
; VH-NJF ;British Aerospace 146-300QT; Cargo ; 22 Oct 2009 ;opf Qantas Freight ; 30.7 Years ;;
; VH-NJI ;British Aerospace 146-300QT; Cargo ; 14 Mar 2018 ;opf Cobham Aviation ; 32 Years ;;
; VH-NJM ;British Aerospace 146-300QT; Cargo ; 22 Oct 2009 ;opf Qantas Freight ; 30.9 Years ;;
; VH-NJZ ;British Aerospace 146-300QT; Cargo ; 28 Jun 2010 ;opf Qantas Freight ; 33 Years ;;
; VH-NJE ;British Aerospace Avro RJ100; Y99 ; 24 Jan 2018 ;opf Cobham Aviation ; 20.8 Years ;;
; VH-NJP ;British Aerospace Avro RJ100; Y99 ; 5 Feb 2010 ;opf Cobham Aviation ; 22.7 Years ;;
; VH-NJQ ;British Aerospace Avro RJ100; Y99 ; 17 Aug 2010 ; Parked ADL, opf Cobham Aviation ; 23.7 Years ;;
; VH-NJY ;British Aerospace Avro RJ100; Y99 ; 8 Sep 2010 ;opf Cobham Aviation ; 23.6 Years ;;
; VH-NJU ;British Aerospace Avro RJ85; Y82 ; 10 Jun 2015 ;opf Cobham Aviation ; 25.8 Years ;;
; VH-IQA ;Embraer ERJ-190LR (ERJ-190-100 LR); Y110 ; 27 May 2021 ;lsd, opf Cobham Aviation ; 8.9 Years ;;
; VH-IQU ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y110 ; 21 Jul 2021 ;lsd, opf Cobham Aviation ; 14.7 Years ;;
; VH-IQY ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y110 ; 21 Sep 2021 ;lsd, opf Cobham Aviation ; 14.8 Years ;;
; VH-ULB ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y110 ; 14 Dec 2021 ;lsd, opf Cobham Aviation ; 13.7 Years ;;
