;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VH-LQB ;Bombardier DHC-8-402Q Dash 8; Y74 ; 2 Feb 2011 ;opf QantasLink ; 11.4 Years ;;
; VH-LQD ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 Aug 2011 ;opf QantasLink ; 10.8 Years ;;
; VH-LQF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 16 Aug 2011 ;opf QantasLink ; 10.8 Years ;;
; VH-LQG ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 Aug 2011 ;opf QantasLink ; 10.7 Years ;;
; VH-LQH ;Bombardier DHC-8-402Q Dash 8; Y74 ; 5 Feb 2013 ;opf QantasLink ; 9.3 Years ;;
; VH-LQJ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 3 Aug 2012 ;opf QantasLink ; 9.8 Years ;;
; VH-LQK ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Aug 2012 ;opf QantasLink ; 9.8 Years ;;
; VH-LQL ;Bombardier DHC-8-402Q Dash 8; Y74 ; 18 Sep 2013 ;opf QantasLink ; 8.6 Years ;;
; VH-LQM ;Bombardier DHC-8-402Q Dash 8; Y74 ; 20 Sep 2013 ;opf QantasLink ; 8.6 Years ;;
; VH-LQQ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Aug 2014 ;opf QantasLink ; 7.7 Years ;;
; VH-QOA ;Bombardier DHC-8-402Q Dash 8; Y74 ; 4 Jan 2006 ;opf QantasLink ; 16.4 Years ;;
; VH-QOB ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Feb 2006 ; Parked, opf QantasLink ; 16.2 Years ;;
; VH-QOC ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Mar 2006 ;opf QantasLink ; 16.2 Years ;;
; VH-QOD ;Bombardier DHC-8-402Q Dash 8; Y74 ; 22 May 2006 ;opf QantasLink ; 16 Years ;;
; VH-QOE ;Bombardier DHC-8-402Q Dash 8; Y74 ; 21 Jun 2006 ;opf QantasLink ; 15.9 Years ;;
; VH-QOF ;Bombardier DHC-8-402Q Dash 8; Y74 ; 2 Aug 2006 ;opf QantasLink ; 15.8 Years ;;
; VH-QOH ;Bombardier DHC-8-402Q Dash 8; Y74 ; 13 Oct 2006 ;opf QantasLink ; 15.6 Years ;;
; VH-QOI ;Bombardier DHC-8-402Q Dash 8; Y74 ; 30 Jan 2008 ;opf QantasLink ; 14.4 Years ;;
; VH-QOJ ;Bombardier DHC-8-402Q Dash 8; Y74 ; 18 Feb 2008 ;opf QantasLink ; 14.3 Years ;;
; VH-QOK ;Bombardier DHC-8-402Q Dash 8; Y74 ; 19 Aug 2008 ;opf QantasLink ; 13.8 Years ;;
; VH-QOM ;Bombardier DHC-8-402Q Dash 8; Y74 ; 17 Sep 2008 ;opf QantasLink ; 13.7 Years ;;
; VH-QON ;Bombardier DHC-8-402Q Dash 8; Y74 ; 1 Oct 2008 ;opf QantasLink ; 13.6 Years ;;
; VH-QOP ;Bombardier DHC-8-402Q Dash 8; Y74 ; 10 Feb 2009 ;opf QantasLink ; 13.3 Years ;;
; VH-QOR ;Bombardier DHC-8-402Q Dash 8; Y74 ; 4 Mar 2009 ;opf QantasLink ; 13.2 Years ;;
; VH-QOS ;Bombardier DHC-8-402Q Dash 8; Y74 ; 30 Jul 2009 ;opf QantasLink ; 12.8 Years ;;
; VH-QOT ;Bombardier DHC-8-402Q Dash 8; Y74 ; 17 Sep 2009 ;opf QantasLink ; 12.5 Years ;;
; VH-QOU ;Bombardier DHC-8-402Q Dash 8; Y74 ; 10 Dec 2009 ;opf QantasLink ; 12.5 Years ;;
; VH-QOV ;Bombardier DHC-8-402Q Dash 8; Y74 ; 17 Dec 2009 ; Parked, opf QantasLink ; 12.5 Years ;;
; VH-QOW ;Bombardier DHC-8-402Q Dash 8; Y74 ; 8 Jan 2010 ;opf QantasLink ; 12.3 Years ;;
; VH-QOX ;Bombardier DHC-8-402Q Dash 8; Y74 ; 14 Jan 2010 ;opf QantasLink ; 12.3 Years ;;
; VH-QOY ;Bombardier DHC-8-402Q Dash 8; Y74 ; 20 Jan 2010 ;opf QantasLink ; 12.3 Years ;;
