;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-1129 ;Boeing 737-8LW(WL); Y178 ; 8 Jun 2018 ;lsd ; 3.8 Years ;;
; B-1158 ;Boeing 737-8LW(WL); Y178 ; 13 Jul 2018 ;lsd ; 3.6 Years ;;
; B-1171 ;Boeing 737-8LW(WL); Y178 ; 11 Sep 2018 ;lsd ; 3.6 Years ;;
; B-1258 ;Boeing 737-8LW(WL); Y178 ; 14 May 2018 ;lsd ; 3.8 Years ;;
; B-1328 ;Boeing 737-8LW(WL); Y178 ; 29 Sep 2017 ;lsd, "Enjoy Hebei" sticker ; 4.4 Years ;;
; B-1366 ;Boeing 737-8LW(WL); Y178 ; 16 Mar 2018 ;lsd, "Enjoy Hebei" sticker ; 4.2 Years ;;
; B-1445 ;Boeing 737-8LW(WL); Y178 ; 12 May 2017 ;lsd ; 4.8 Years ;;
; B-1446 ;Boeing 737-8LW(WL); Y178 ; 12 Jun 2017 ;lsd, "20th Boeing 737" sticker ; 4.7 Years ;;
; B-1447 ;Boeing 737-8LW(WL); Y178 ; 17 Aug 2017 ;lsd, "Enjoy Hebei" sticker ; 4.6 Years ;;
; B-1560 ;Boeing 737-8LW(WL); Y178 ; 27 Jul 2016 ;lsd ; 5.6 Years ;;
; B-1561 ;Boeing 737-8LW(WL); Y178 ; 16 Aug 2016 ;lsd ; 5.6 Years ;;
; B-1930 ;Boeing 737-85C(WL); C8Y162 ; 27 Feb 2014 ;正定号, lsd, Hebei cs ; 8.1 Years ;;
; B-207W ;Boeing 737-8LW(WL); Y178 ; 28 Dec 2018 ;lsd ; 3.2 Years ;;
; B-5456 ;Boeing 737-85C(WL); C8Y162 ; 28 Sep 2012 ;; 12.8 Years ;;
; B-5459 ;Boeing 737-85C(WL); C8Y162 ; 17 Sep 2015 ;; 12.6 Years ;;
; B-5603 ;Boeing 737-86N(WL); C8Y162 ; 11 Sep 2020 ;; 10.8 Years ;;
; B-5605 ;Boeing 737-86N(WL); C8Y162 ; 11 Sep 2020 ;; 10.8 Years ;;
; B-5660 ;Boeing 737-85C(WL); C8Y162 ; 19 Oct 2012 ;; 9.4 Years ;;
; B-5753 ;Boeing 737-85C(WL); C8Y162 ; 22 Apr 2013 ;"Enjoy Hebei" sticker ; 8.9 Years ;;
; B-6299 ;Boeing 737-8LW(WL); C8Y162 ; 12 Aug 2015 ;lsd ; 6.7 Years ;;
; B-6868 ;Boeing 737-8LW(WL); Y178 ; 20 Jan 2017 ;lsd ; 5.2 Years ;;
; B-7227 ;Boeing 737-8LW(WL); Y178 ; 17 Apr 2016 ;lsd ; 6 Years ;;
; B-3140 ;Embraer ERJ-190LR (ERJ-190-100 LR); C6Y92 ; 20 Jun 2013 ;; 8.7 Years ;;
; B-3187 ;Embraer ERJ-190LR (ERJ-190-100 LR); C6Y92 ; 20 Dec 2011 ;; 10.3 Years ;;
; B-3188 ;Embraer ERJ-190LR (ERJ-190-100 LR); C6Y92 ; 20 Dec 2011 ;; 10.3 Years ;;
; B-3207 ;Embraer ERJ-190LR (ERJ-190-100 LR); C6Y92 ; 23 Jul 2012 ;; 9.6 Years ;;
; B-3208 ;Embraer ERJ-190LR (ERJ-190-100 LR); C6Y92 ; 16 Aug 2012 ;; 9.6 Years ;;
; B-3383 ;Embraer ERJ-190LR (ERJ-190-100 LR); C6Y92 ; 15 Oct 2015 ;; 6.5 Years ;;
