;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; JY-JAC ;Airbus A320-211; Y168 ; May 2011 ; Parked AMM ;; 33.1 Years ;;
; JY-JAT ;Airbus A320-211; Y166 ; 6 Sep 2018 ;;; 18.7 Years ;;
; JY-JVA ;Airbus A330-243; F12C42Y183 ; 6 Sep 2016 ;;; 20.8 Years ;;
; JY-JVB ;Airbus A330-203; Y326 ; 20 Feb 2020 ;lsd ; نور ; 14.9 Years ;;
; JY-JAD ;Boeing 737-322; Y148 ; 25 Dec 2008 ;;; 31.8 Years ;;
; JY-JAX ;Boeing 737-322; Y148 ; Nov 2011 ;lsd ;; 33.8 Years ;;
; JY-JAP ;Boeing 737-46B; Y168 ; 15 Nov 2016 ; Parked AMM ;; 33 Years ;;
; JY-JAL ;Boeing 767-204ER; Y290 ; 6 Nov 2008 ;;; 33.4 Years ;;
