;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; ZA-ALB ;Boeing 737-46J;; 7 Dec 2018 ;lsf Aerotron ; Leko's ; 28.9 Years ;;
; ZA-ALC ;Boeing 737-4Q8;; 29 Jul 2020 ;; The Duck ; 31.1 Years ;;
; ZA-AWB ;Boeing 737-408;; 31 Jan 2018 ;lsf Aerotron ; Team Spirit ; 32.9 Years ;;
