;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EC-MAJ ;Airbus A330-243; Y366 ; 30 Sep 2020 ; Parked, lsd ; 12.9 Years ;;
; EC-MTU ;Airbus A330-223; Preighter ; 9 Apr 2018 ; Parked, lsd ; 20 Years ;;
; EC-NBN ;Airbus A330-243; C20Y260 ; 20 Mar 2019 ;lsd ; 15.1 Years ;;
; EC-NCK ;Airbus A330-243; C20Y260 ; 22 Jun 2019 ;; 14.8 Years ;;
; EC-NUI ;Airbus A330-243;; Due ; Stored, lsd ; 13.3 Years ;;
; EC-NHM ;Airbus A330-343; Y375 ; 2 Jul 2020 ;lsd ; 13.7 Years ;;
; EC-NOF ;Airbus A330-343; Preighter ; 5 Oct 2021 ;lsd ; 16 Years ;;
; EC-NOG ;Airbus A330-343; Preighter ; 9 Nov 2021 ; Parked ; 15.4 Years ;;
; EC-NTX ;Airbus A330-343;; Due ; Stored, lsd ; 7.1 Years ;;
; EC-NTY ;Airbus A330-343;; Due ; Stored, lsd ; 7.1 Years ;;
