;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; D-ADCP ;Embraer EMB-135BJ Legacy; VIP ; Sep 2010 ;; 13.4 Years ;;
; D-AVAN ;Embraer EMB-135BJ Legacy; VIP ; 14 Dec 2012 ;; 13 Years ;;
