;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; A9C-AB ;Airbus A320-214; C16Y120 ; 30 Sep 2009 ;; 12.5 Years ;;
; A9C-AC ;Airbus A320-214; C16Y120 ; 19 Oct 2009 ;; 12.4 Years ;;
; A9C-AD ;Airbus A320-214; C16Y120 ; 3 Nov 2009 ;Bahrain Airshow cs ; 12.4 Years ;;
; A9C-AE ;Airbus A320-214; C16Y120 ; 21 Dec 2009 ;; 12.2 Years ;;
; A9C-AF ;Airbus A320-214; C16Y120 ; 19 Jan 2010 ;; 12.2 Years ;;
; A9C-AG ;Airbus A320-214; C16Y120 ; 8 Feb 2010 ;; 12.1 Years ;;
; A9C-AH ;Airbus A320-214; C16Y120 ; 4 Mar 2010 ; Parked ; 12 Years ;;
; A9C-AI ;Airbus A320-214; C16Y120 ; 7 Jun 2010 ; Parked ; 12 Years ;;
; A9C-AJ ;Airbus A320-214; C16Y120 ; 21 Dec 2010 ; Parked, lsd ; 11.3 Years ;;
; A9C-AK ;Airbus A320-214; C16Y120 ; 22 Dec 2010 ;lsd ; 11.2 Years ;;
; A9C-AL ;Airbus A320-214; C16Y120 ; 27 Jul 2011 ;lsd ; 10.6 Years ;;
; A9C-TA ;Airbus A320-251N; C16Y120 ; 17 Aug 2018 ;lsd ; 3.6 Years ;;
; A9C-TB ;Airbus A320-251N; C16Y120 ; 5 Mar 2019 ;lsd ; 3 Years ;;
; A9C-TC ;Airbus A320-251N; C16Y120 ; 21 Jun 2019 ;lsd ; 2.7 Years ;;
; A9C-TD ;Airbus A320-251N; C12Y138 ; 20 Sep 2019 ;; 2.5 Years ;;
; A9C-TE ;Airbus A320-251N; C12Y138 ; 18 Nov 2019 ;; 2.3 Years ;;
; A9C-TF ;Airbus A320-251N; C12Y138 ; 26 Aug 2020 ;; 1.9 Years ;;
; A9C-CA ;Airbus A321-231; C8Y161 ; 16 Mar 2012 ; Parked, lsd ; 10.1 Years ;;
; A9C-CB ;Airbus A321-231; C8Y161 ; 29 Mar 2012 ; Parked, lsd ; 10 Years ;;
; A9C-CC ;Airbus A321-231; C8Y161 ; 3 Jul 2012 ;; 9.7 Years ;;
; A9C-CD ;Airbus A321-231; C8Y161 ; 6 Sep 2012 ;; 9.5 Years ;;
; A9C-CE ;Airbus A321-231; C8Y161 ; Mar 2014 ;; 9.3 Years ;;
; A9C-CF ;Airbus A321-231; C8Y161 ; Mar 2014 ;; 9.2 Years ;;
; A9C-NA ;Airbus A321-253NX; C16Y150 ; 21 Aug 2020 ;; 1.5 Years ;;
; A9C-NB ;Airbus A321-253NX; C16Y150 ; 4 Feb 2021 ;1976 retro cs ; 1.1 Years ;;
; A9C-NC ;Airbus A321-253NX; C16Y150 ; 11 Jun 2021 ;; 0.8 Years ;;
; A9C-ND ;Airbus A321-253NX; C16Y150 ; 30 Aug 2021 ;; 0.6 Years ;;
; A9C-FA ;Boeing 787-9 Dreamliner; C26Y256 ; 25 Apr 2018 ;lsd ; 3.9 Years ;;
; A9C-FB ;Boeing 787-9 Dreamliner; C26Y256 ; 13 Jun 2018 ;lsd ; 3.7 Years ;;
; A9C-FC ;Boeing 787-9 Dreamliner; C26Y256 ; 27 Jul 2018 ;lsd ; 3.6 Years ;;
; A9C-FD ;Boeing 787-9 Dreamliner; C26Y256 ; 7 Nov 2018 ;lsd ; 3.3 Years ;;
; A9C-FE ;Boeing 787-9 Dreamliner; C26Y256 ; 7 Dec 2018 ;lsd ; 3.3 Years ;;
; A9C-FF ;Boeing 787-9 Dreamliner; C26Y256 ; 12 Feb 2019 ;lsd ; 3.1 Years ;;
; A9C-FG ;Boeing 787-9 Dreamliner; C26Y256 ; 18 Oct 2019 ;1976 retro cs ; 2.5 Years ;;
; A9C-FH ;Boeing 787-9 Dreamliner; C26Y256 ; On Order ;; 1.9 Years ;;
; A9C-FI ;Boeing 787-9 Dreamliner; C26Y256 ; On Order ;; 1.5 Years ;;
; A9C-FJ ;Boeing 787-9 Dreamliner; C26Y256 ; On Order ;; 1 Years ;;
