;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; T9-AAC ;McDonnell Douglas MD-81 (DC-9-81);; 6 Jun 2004 ; Jun 2005 ;T9-AAC Air Max Africa ;;;
