;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-123A ;COMAC ARJ21-700; Y90 ; 28 Jun 2020 ;; 1.7 Years ;;
; B-620F ;COMAC ARJ21-700; Y90 ; 15 Jan 2021 ;lsd ; 1.2 Years ;;
; B-620G ;COMAC ARJ21-700; Y90 ; 25 Dec 2020 ;; 1.3 Years ;;
; B-651C ;COMAC ARJ21-700; Y90 ; 30 Apr 2021 ;lsd ; 1.2 Years ;;
; B-651E ;COMAC ARJ21-700; Y90 ; 1 Jun 2021 ;lsd ; 1.1 Years ;;
; B-651F ;COMAC ARJ21-700; Y90 ; 31 Aug 2021 ;lsd ; 0.9 Years ;;
; B-651G ;COMAC ARJ21-700; Y90 ; 18 Sep 2021 ;lsd ; 0.9 Years ;;
; B- ;COMAC ARJ21-700;; On Order ;;;;
; B- ;COMAC ARJ21-700;; On Order ;;;;
; B-3293 ;Embraer EMB-135BJ Legacy 650; VIP ; 14 Aug 2019 ;lsd ; 8.5 Years ;;
; B-3295 ;Embraer EMB-135BJ Legacy 650; VIP ; 14 Aug 2019 ;lsd ; 7.7 Years ;;
