;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EP-FQK ;Airbus A300B4-605R;; 18 May 2013 ;; 31.2 Years ;;
; EP-FQM ;Airbus A300B4-605R;; 18 May 2013 ;FS Perspolis cs ; 31.1 Years ;;
; EP-FQN ;Airbus A300B4-605R; Y290 ; 18 May 2013 ;; 27.1 Years ;;
; EP-FQO ;Airbus A300B4-605R;; 18 May 2013 ;; 25.9 Years ;;
; EP-FQP ;Airbus A320-214;; Jul 2014 ;; 25.7 Years ;;
; EP-FQQ ;Airbus A320-214;; 2018 ;; 25.7 Years ;;
; EP-FQR ;Airbus A320-214;; Jul 2014 ;; 25.6 Years ;;
; EP-FQT ;British Aerospace Avro RJ100;; 27 Jan 2015 ; Parked ; 24.2 Years ;;
; EP-FQU ;British Aerospace Avro RJ100;; 18 Jan 2015 ;; 21.7 Years ;;
; EP-FQV ;British Aerospace Avro RJ100;; 27 Jan 2015 ;; 21.6 Years ;;
; EP-FQX ;British Aerospace Avro RJ100; Y110 ; Aug 2014 ;; 22.6 Years ;;
; EP-FQZ ;British Aerospace Avro RJ100; Y110 ; 9 Mar 2018 ;; 23.6 Years ;;
; EP-FQS ;British Aerospace Avro RJ85;; 29 Jul 2015 ; Parked THR ; 22.2 Years ;;
; EP-FQF ;Fokker F100;; 7 Mar 2013 ;; 29 Years ;;
; EP-FQG ;Fokker F100;; 3 Jul 2013 ;; 26.5 Years ;;
; EP-FQI ;Fokker F100;; 24 Jul 2013 ;; 28.2 Years ;;
; EP-FQJ ;Fokker F100;; Feb 2013 ;; 28.2 Years ;;
; EP-FQB ;Fokker F50; Y50 ; 2012 ;lst Taftan Airlines ; 29.5 Years ;;
; EP-FQD ;Fokker F50; Y50 ; Dec 2012 ;lst Taftan Airlines ; 29.4 Years ;;
