;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; F-GIXC ;Boeing 737-38B(SF); Cargo ; 4 Jun 2015 ; Parked ; 30.8 Years ;;
; F-GIXT ;Boeing 737-39M(QC); Y147 / Cargo ; 4 Jun 2015 ; Parked ; 24.6 Years ;;
; F-GZTB ;Boeing 737-33V(QC); Y147 / Cargo ; 8 Jun 2016 ; Parked RZE ; 23 Years ;;
; F-GIXN ;Boeing 737-4Y0(SF); Cargo ; 4 Jun 2015 ;; 30.1 Years ;;
; F-GIXU ;Boeing 737-4Y0(SF); Cargo ; 30 Jan 2019 ; Parked ; 30 Years ;;
; F-GZTI ;Boeing 737-408(SF); Cargo ; 4 Jun 2015 ;lsd ; 30.9 Years ;;
; F-GZTJ ;Boeing 737-4S3(SF); Cargo ; 4 Jun 2015 ;lsd ; 30 Years ;;
; F-GZTK ;Boeing 737-4Q8(SF); Cargo ; 12 Aug 2015 ;; 30.5 Years ;;
; F-GZTX ;Boeing 737-4Y0(SF); Cargo ; 26 Nov 2019 ;lsd ; 30.1 Years ;;
; F-GZTP ;Boeing 737-71B(WL); Y149 ; 31 Mar 2017 ;lsd ; 15.2 Years ;;
; F-GZTQ ;Boeing 737-73S(WL); Y149 ; 12 Apr 2019 ;lsd ; 23 Years ;;
; F-HIQB ;Boeing 737-8AS(BCF)(WL); Cargo ; 23 Jul 2020 ;; 14.9 Years ;;
; F-HIQC ;Boeing 737-8AS(BCF)(WL); Cargo ; 15 Apr 2021 ;; 15.9 Years ;;
; F-HIQD ;Boeing 737-8AS(BCF)(WL); Cargo ; 28 May 2021 ;opf FedEx Express ; 15.3 Years ;;
; F-HIQE ;Boeing 737-8AS(BCF)(WL); Cargo ; 6 Aug 2021 ;; 15 Years ;;
